Epoch,D_Loss,G_Loss,R_Loss,D_Real_Accuracy,D_Fake_Accuracy
56,0.3104287103602761,0.07944602989836742,7.126662397862866e-05,0.24929511311807132,0.3085056394338608
57,0.3215520507410953,0.0799660200351163,5.849146031036262e-05,0.21710526315789475,0.3042763157894737
58,0.3224174584213056,0.08018394245913155,4.976031069466109e-05,0.20817669206543973,0.2716165420256163
59,0.3315378396134627,0.07958744152596123,4.920158540986258e-05,0.22650376119111715,0.31038534013848557
60,0.32725767869698374,0.0801274172569576,5.565271969412846e-05,0.21898496307824789,0.2939379717174329
61,0.33162743323727656,0.0783208396873976,4.8216016933254556e-05,0.20723684210526316,0.29558270855953817
62,0.329135305003116,0.08020169170279252,4.470548906522852e-05,0.1966635341707029,0.24436090259175552
63,0.33365400213944285,0.08008146482078653,4.72258257224511e-05,0.20089285781508998,0.24788534013848557
64,0.3556003335275148,0.07922778709938652,4.816886923053014e-05,0.16776315789473684,0.2683270683414058
65,0.3436742158312547,0.07890517558706434,4.273147930545843e-05,0.18350563943386078,0.21875
66,0.3536387917242552,0.07927863221419484,4.36720823640108e-05,0.17199248153912394,0.22062969992035314
67,0.3538025507801457,0.08000704450042624,4.9490301295774865e-05,0.16964285781508998,0.21146616574965024
68,0.3621251520357634,0.0792591791403921,4.312931737092042e-05,0.15789473684210525,0.22133458680228182
69,0.3681261037525378,0.07859112479184803,4.2655414266559286e-05,0.15296052631578946,0.2361372183812292
70,0.36900299473812703,0.07918228718795274,4.123027572763691e-05,0.15225563943386078,0.21475563943386078
71,0.36742554683434336,0.0796949339932517,4.850428269109168e-05,0.14309210526315788,0.18914473684210525
72,0.37352199303476435,0.07992605982642424,4.321372685616983e-05,0.15390037627596603,0.2229793236443871
73,0.3708714607514833,0.07889497084052939,3.974545538049393e-05,0.14144736842105263,0.18092105263157895
74,0.3751565766961951,0.07971739925836262,3.891500060298744e-05,0.15648496307824789,0.228383459542927
75,0.37445834279060364,0.07885362168675975,3.383501777869625e-05,0.14896616574965024,0.1860902262361426
76,0.3693798090282239,0.07895122782180183,3.6656724803737905e-05,0.1423872183812292,0.18021616574965024
77,0.37773089032424123,0.08033555628437745,3.397523637192391e-05,0.14144736842105263,0.18585526315789475
78,0.3735445173163163,0.0791875516113482,3.2457897209257536e-05,0.14144736842105263,0.17105263157894737
79,0.3760668196176228,0.07931505731846157,3.3260421260868165e-05,0.1499060157098268,0.18773496307824789
80,0.3773476387325086,0.07875050486702669,3.208458596609968e-05,0.1466165420256163,0.18937969992035314
81,0.37177228770757975,0.07977399739779924,3.06481506652888e-05,0.14896616574965024,0.16376879732859762
82,0.3773298028268312,0.07964338871993516,3.1810429989395505e-05,0.16165413668281153,0.19948308405123258
83,0.37736811606507553,0.07941750750729912,3.5797962434452e-05,0.14826127886772156,0.18021616574965024
84,0.3774818825094323,0.07952362181324708,3.1618637685345386e-05,0.15578007698059082,0.19031955066480136
85,0.37878943117041336,0.07924232063324828,3.127122181467712e-05,0.1423872183812292,0.1654135341707029
86,0.3781791156844089,0.07898450682037755,2.7936202825099155e-05,0.14826127886772156,0.17622180518351102
87,0.3814143585531335,0.0788198258531721,2.6739163714457964e-05,0.15249060329638028,0.1872650384902954
88,0.3815761930064151,0.07955366922052283,2.6401387219122723e-05,0.1423872183812292,0.1687030078549134
89,0.3783959181685197,0.0792925444088484,2.6377819132879888e-05,0.14826127886772156,0.17622180518351102
90,0.3814731993173298,0.07869841138783254,2.6527245764602986e-05,0.13651315789473684,0.16776315789473684
91,0.38273251997797114,0.07990483037735287,2.6151702896688795e-05,0.14826127886772156,0.18444548939403735
92,0.38130579653539154,0.07929192797133797,3.5499348374095895e-05,0.13486842105263158,0.16705827101280815
93,0.3776733702734897,0.07963442527934124,2.676057018011067e-05,0.14826127886772156,0.16306391044666893
94,0.3795716276294307,0.07887791763795049,2.5879888174753624e-05,0.14074248153912394,0.1687030078549134
95,0.37885467943392304,0.07923451183657897,2.6202337207187636e-05,0.13486842105263158,0.15296052631578946
96,0.381190698397787,0.08007268450762096,2.555532478254463e-05,0.14074248153912394,0.17034774469701866
97,0.3833332344105369,0.0791937179471317,3.0301421427219266e-05,0.158364662998601,0.19384398585871646
98,0.38185573565332515,0.08075986057519913,2.6039565287455364e-05,0.13486842105263158,0.16282894736842105
99,0.3768280760238045,0.08002614974975586,2.5622112592540553e-05,0.13486842105263158,0.14896616574965024
100,0.38149156695918035,0.07953837749205138,2.7202724727191563e-05,0.14074248153912394,0.17457706834140577
101,0.3817446514179832,0.07933135213036287,3.397214880494989e-05,0.14074248153912394,0.15883458680228182
102,0.3816245166878951,0.07948601520375202,2.5427000094312364e-05,0.1466165420256163,0.1788063927700645
103,0.38696664414907755,0.07911158862866853,2.4942263376272566e-05,0.1466165420256163,0.19595864728877418
104,0.3833312705943459,0.07918892016536311,2.50311893164747e-05,0.15249060329638028,0.1788063927700645
105,0.38095097635921676,0.07985820229116239,2.4853858588501583e-05,0.14074248153912394,0.1654135341707029
106,0.3842307078210931,0.0801945171858135,2.475448134550549e-05,0.14074248153912394,0.1687030078549134
107,0.37960688377681534,0.08048256447440699,2.5212014526531628e-05,0.14074248153912394,0.15296052631578946
108,0.3796771168708801,0.07941631541440361,2.4653013643896166e-05,0.14074248153912394,0.1604793236443871
109,0.38071458120095103,0.07991526471941095,2.4747431325522484e-05,0.13486842105263158,0.15296052631578946
110,0.3765515355687392,0.07973185495326393,2.4724175881075145e-05,0.1466165420256163,0.1597744367624584
111,0.3818513390265013,0.07956733358533759,2.4704843913002006e-05,0.1466165420256163,0.17128759465719523
112,0.3833285789740713,0.07995402224754032,2.4764034917193623e-05,0.14074248153912394,0.17199248153912394
113,0.38040083333065633,0.07978276633902599,2.601908733212392e-05,0.14074248153912394,0.1687030078549134
114,0.37949550779242264,0.07994864802611501,2.449778037316719e-05,0.14074248153912394,0.15061090259175552
115,0.3820800796935433,0.07948035903667149,2.49032514028314e-05,0.1466165420256163,0.17457706834140577
116,0.3806943548353095,0.07890025938027784,2.463420575718613e-05,0.14074248153912394,0.1654135341707029
117,0.3832618343202691,0.07977811051042456,2.4710088047485395e-05,0.13486842105263158,0.17105263157894737
118,0.38227890667162445,0.07894780800530785,2.52205404170749e-05,0.1466165420256163,0.17105263157894737
119,0.3768986134152663,0.07868225950943797,2.460474480645452e-05,0.1466165420256163,0.15061090259175552
120,0.381947304073133,0.08005353024131373,2.4553874948794958e-05,0.14074248153912394,0.17457706834140577
121,0.38090922016846507,0.07944589892500326,2.4613725300744255e-05,0.1466165420256163,0.16799812097298472
122,0.3831870697046581,0.07980792342047942,2.49592308615607e-05,0.13486842105263158,0.17692669206543973
123,0.38063723790018184,0.07970264161887922,2.4763311653499076e-05,0.1466165420256163,0.16306391044666893
124,0.3818965240528709,0.07913038605137875,3.082637854995004e-05,0.1466165420256163,0.1687030078549134
125,0.38393680672896535,0.0804081402326885,2.4575679162808228e-05,0.1466165420256163,0.17457706834140577
126,0.38345477612395035,0.07940922010886042,2.8724919706004776e-05,0.14074248153912394,0.17199248153912394
127,0.37703536842998703,0.08052796282266315,2.458790092867658e-05,0.14074248153912394,0.14896616574965024
128,0.3778479177700846,0.07976660367689635,2.4565480950849106e-05,0.1466165420256163,0.1548402262361426
129,0.383720012087571,0.0797731201899679,3.0491292028799715e-05,0.13486842105263158,0.1654135341707029
130,0.38394649405228465,0.07995728089621193,2.4456312081910208e-05,0.13486842105263158,0.1611842105263158
131,0.3857790027794085,0.0797130759609373,2.4535836078748136e-05,0.13486842105263158,0.178571428907545
132,0.3834976930367319,0.07931826146025407,2.520631191098226e-05,0.14074248153912394,0.15812969992035314
133,0.3820686465815494,0.079219987517909,2.4700464121595262e-05,0.14074248153912394,0.16212406048649236
134,0.379293292760849,0.07835390026632108,2.4756557961250348e-05,0.13486842105263158,0.15061090259175552
135,0.38239346209325287,0.07900276544846986,2.4505058143787257e-05,0.14074248153912394,0.1687030078549134
136,0.38135670988183273,0.07861815961567979,2.4745936475243835e-05,0.14074248153912394,0.15390037627596603
137,0.38461515150572123,0.08019599671426572,3.0460755815989903e-05,0.13486842105263158,0.16705827101280815
138,0.3820752564229463,0.07870982136381299,2.4636146834286354e-05,0.14074248153912394,0.17622180518351102
139,0.38333477472004135,0.08009973874217585,2.4543775237505445e-05,0.1466165420256163,0.16893797171743294
140,0.3847471710882689,0.07960088433403718,2.4444517000694377e-05,0.14074248153912394,0.1687030078549134
141,0.37822265374033076,0.0795074811107234,3.289858897771506e-05,0.1466165420256163,0.16635338413087944
142,0.3818171181176838,0.08012644632866509,2.8822057665341784e-05,0.14074248153912394,0.17199248153912394
143,0.38038864418079976,0.07832072145844761,2.455901210994757e-05,0.14074248153912394,0.15718984996017657
144,0.3828053286201076,0.07935726760249388,2.4618765349403377e-05,0.14074248153912394,0.16705827101280815
145,0.3835227646325764,0.0794704819196149,3.289018254212064e-05,0.1466165420256163,0.1788063927700645
146,0.3817180395126343,0.0797243082993909,2.447019030688879e-05,0.15249060329638028,0.18045112961216977
147,0.3771569195546602,0.07941175291412755,2.498156931994201e-05,0.1466165420256163,0.16964285781508998
148,0.3819570635494433,0.07877425398481519,2.5818134729074938e-05,0.14074248153912394,0.17199248153912394
149,0.38082813589196457,0.08067734029732253,2.4472960879058136e-05,0.14074248153912394,0.1654135341707029
150,0.3759991652087161,0.07965660369709919,2.454404966556467e-05,0.14074248153912394,0.14403195522333445
151,0.3802857336245085,0.07857725612427059,2.4697312758354728e-05,0.15249060329638028,0.1811560157098268
152,0.37653088412786784,0.07925156896051608,2.4635332728824944e-05,0.14074248153912394,0.15390037627596603
153,0.3852343229871047,0.079372391496834,2.500202206072955e-05,0.14074248153912394,0.17199248153912394
154,0.3831945140110819,0.07974348805452648,2.444434164173895e-05,0.13486842105263158,0.17269736842105263
155,0.38304659567381205,0.08002710067912151,2.4436110852308813e-05,0.14074248153912394,0.1687030078549134
156,0.38349738560224833,0.0790871671940151,2.4636454770045118e-05,0.14074248153912394,0.17528195522333445
157,0.3836465603426883,0.07904885905353647,2.4468055459548948e-05,0.13486842105263158,0.15953947368421054
158,0.3817706186520426,0.07966585300470654,2.455181627163639e-05,0.13486842105263158,0.1611842105263158
159,0.3797166331818229,0.0788258757246168,2.4586895338679344e-05,0.14074248153912394,0.16212406048649236
160,0.38025786531598943,0.07977615649762906,2.4735427096426354e-05,0.13486842105263158,0.15460526315789475
161,0.37807687960172953,0.07983867118233129,2.4734437350784183e-05,0.1466165420256163,0.15718984996017657
162,0.377986059377068,0.08034025799286992,2.4757470136568084e-05,0.14074248153912394,0.14967105263157895
163,0.3832987421437314,0.08031144385275088,2.455335319801203e-05,0.1466165420256163,0.17128759465719523
164,0.3843173102328652,0.08009559347441322,2.4742593268456403e-05,0.13486842105263158,0.15460526315789475
165,0.3808367330777018,0.08027729941041846,2.4422239313911343e-05,0.14074248153912394,0.16776315789473684
166,0.37764641485716166,0.07893774383946468,2.6226008805296213e-05,0.1466165420256163,0.17457706834140577
167,0.38280276248329564,0.08029011480118099,2.4496360298910174e-05,0.13486842105263158,0.1611842105263158
168,0.37816350867873744,0.07822796584744203,2.4848684760352052e-05,0.14074248153912394,0.14638157894736842
169,0.37868588064846237,0.07941494333116632,2.4518101566316448e-05,0.14074248153912394,0.15789473684210525
170,0.3838506152755336,0.07951322590049945,3.2981545712716885e-05,0.13486842105263158,0.17528195522333445
171,0.38372998959139776,0.07870974019169807,2.582140953228717e-05,0.14074248153912394,0.16940789473684212
172,0.3835208980660689,0.07902309533796813,2.4603182952743834e-05,0.13486842105263158,0.1611842105263158
173,0.3836677419511895,0.07862957351301846,2.4745830782385863e-05,0.13486842105263158,0.1654135341707029
174,0.38114421148049205,0.08004920772816006,2.4922736429289216e-05,0.13486842105263158,0.15625
175,0.3816654729215722,0.07996346487810738,2.4545496504096693e-05,0.14074248153912394,0.16376879732859762
176,0.38310517762836654,0.0792145458491225,2.4459659650682098e-05,0.14074248153912394,0.1811560157098268
177,0.38018188664787694,0.07991542863218408,2.450411137176975e-05,0.1466165420256163,0.1597744367624584
178,0.3768468279587595,0.07903869254024405,2.465634921272316e-05,0.14074248153912394,0.15061090259175552
179,0.3815627678444511,0.07940061076691277,2.4575492800163613e-05,0.1466165420256163,0.16799812097298472
180,0.38190855321131256,0.07953817044433795,2.4684314487450665e-05,0.14074248153912394,0.1654135341707029
181,0.37792848129021495,0.07983705440634176,2.451404383177042e-05,0.14074248153912394,0.1604793236443871
182,0.3801947251746529,0.0792246296217567,2.4666341388231222e-05,0.13486842105263158,0.1654135341707029
183,0.3805705528510244,0.07989005626816499,2.442977620376041e-05,0.14074248153912394,0.1513157894736842
184,0.38467647213684886,0.0797054473506777,2.4642626828465024e-05,0.1466165420256163,0.17457706834140577
185,0.3824513664371089,0.07900254938163255,2.4622777704950605e-05,0.14074248153912394,0.15883458680228182
186,0.38093164876887675,0.07913035154342651,2.4526048874624968e-05,0.14074248153912394,0.15718984996017657
187,0.3798782339221553,0.07920135283156444,2.456928419441714e-05,0.1466165420256163,0.15812969992035314
188,0.38841036275813456,0.08006752086313147,2.4479001970240988e-05,0.14074248153912394,0.18867481382269607
189,0.38040693966965927,0.08117220472348363,2.4580287021978476e-05,0.1466165420256163,0.16635338413087944
190,0.3792589479371121,0.07907491647883465,2.4563019331636544e-05,0.13486842105263158,0.15225563943386078
191,0.379137164668033,0.07933901799352545,2.457816283726731e-05,0.1466165420256163,0.15648496307824789
192,0.3793284642068963,0.07886316627264023,3.0450641121971882e-05,0.13486842105263158,0.1513157894736842
193,0.38097014395814194,0.07952387238803663,2.4737831405505667e-05,0.13486842105263158,0.15789473684210525
194,0.3782779903788316,0.07896856904814117,2.476398588824898e-05,0.14074248153912394,0.15718984996017657
195,0.38422519595999466,0.08050327199070077,2.4723801061554695e-05,0.13486842105263158,0.17269736842105263
196,0.3809385236940886,0.0799721373539222,2.456930584278445e-05,0.14074248153912394,0.16705827101280815
197,0.3823640048503876,0.07986249029636383,2.444573900854601e-05,0.14074248153912394,0.1778665420256163
198,0.38264589403804977,0.08005908092385844,2.4500744805328922e-05,0.13486842105263158,0.16376879732859762
199,0.37830892832655655,0.07975719555428154,2.448494143735795e-05,0.14074248153912394,0.14896616574965024
200,0.38222497231081914,0.07988801127985905,2.4638904529925448e-05,0.1466165420256163,0.18444548939403735
201,0.3849394839060934,0.07852109109884814,2.4462614156187844e-05,0.1466165420256163,0.18538534013848557
202,0.37793059254947464,0.07881991094664524,2.4862733916482905e-05,0.13486842105263158,0.15390037627596603
203,0.3821732950837989,0.07959154836441341,2.451237522013559e-05,0.13486842105263158,0.16282894736842105
204,0.38175632922272934,0.0798182338476181,2.4586102690112678e-05,0.13486842105263158,0.1611842105263158
205,0.3840984953077216,0.08037676583779485,2.4530563857632315e-05,0.14074248153912394,0.1654135341707029
206,0.38281499398382085,0.07982057489846882,2.4583058635279915e-05,0.13486842105263158,0.1611842105263158
207,0.3807700684196071,0.07973419404343556,2.4471310553053627e-05,0.14074248153912394,0.1604793236443871
208,0.3785567691451625,0.07944784313440323,2.4602832079261517e-05,0.13486842105263158,0.15225563943386078
209,0.38251465088442754,0.07881232390278264,2.449589954410744e-05,0.15249060329638028,0.1788063927700645
210,0.38171482556744624,0.07926592975854874,2.5076854626604472e-05,0.14074248153912394,0.1736372183812292
211,0.38431325711702047,0.0792644121929219,2.4494866035016266e-05,0.13486842105263158,0.16705827101280815
212,0.384117360177793,0.07929707279330805,2.464624300333334e-05,0.14074248153912394,0.16705827101280815
213,0.38168658708271225,0.07940555520747837,2.4490285424785963e-05,0.14074248153912394,0.17034774469701866
214,0.3865900823944493,0.08066176152543018,2.451114284284765e-05,0.13486842105263158,0.17269736842105263
215,0.38030980762682465,0.07925767098602496,2.450489698371951e-05,0.14074248153912394,0.1687030078549134
216,0.38467656781798915,0.07972091593240437,2.4690104223018832e-05,0.13486842105263158,0.17927631578947367
217,0.3800204380562431,0.07901223984203841,2.454787418652191e-05,0.1466165420256163,0.1597744367624584
218,0.3820021513261293,0.0803390937416177,2.487258793256555e-05,0.14074248153912394,0.17128759465719523
219,0.38355033648641484,0.0790557186854513,2.4548621204782028e-05,0.1466165420256163,0.17128759465719523
220,0.38119233595697505,0.07936604438643706,2.4586201418155963e-05,0.14074248153912394,0.1654135341707029
221,0.38026436379081324,0.0798472311151655,2.4583531668261122e-05,0.14074248153912394,0.15718984996017657
222,0.38395206394948456,0.07907149666234066,2.453175271081196e-05,0.13486842105263158,0.15883458680228182
223,0.37925644454203156,0.07913719941126673,2.4575761005364354e-05,0.14074248153912394,0.15390037627596603
224,0.37969637230822917,0.07892432122638351,2.4889363741845284e-05,0.14074248153912394,0.16141917360456368
225,0.3792532243226704,0.07886873616984016,2.450879615504451e-05,0.13486842105263158,0.16376879732859762
226,0.37962292370043305,0.0795906527261985,2.4594879313984786e-05,0.14074248153912394,0.15718984996017657
227,0.3816999981277867,0.07973566337635643,2.457239619807775e-05,0.14074248153912394,0.15883458680228182
228,0.3835138286414899,0.07946866162513432,2.4508491366616096e-05,0.14074248153912394,0.1604793236443871
229,0.38465026962129695,0.07910823076963425,2.463774440959816e-05,0.13486842105263158,0.16611842105263158
230,0.3821906886602703,0.07932785741592709,2.45982830739721e-05,0.14074248153912394,0.1654135341707029
231,0.37872028664538737,0.08034413190264451,2.4757948590616396e-05,0.1466165420256163,0.14896616574965024
232,0.3820486053040153,0.07966465816686027,2.8848393041794463e-05,0.14074248153912394,0.16705827101280815
233,0.3793236848555113,0.07934814613116414,2.4703933018157076e-05,0.13486842105263158,0.14144736842105263
234,0.37937956420998825,0.08012053056767113,2.458391679139918e-05,0.13486842105263158,0.15225563943386078
235,0.3790266576566194,0.07965048873110821,2.448101919358841e-05,0.1466165420256163,0.16306391044666893
236,0.38165389550359624,0.07892190233657234,2.471160121929547e-05,0.13486842105263158,0.15953947368421054
237,0.37952028763921636,0.08017057258831828,2.455669286255694e-05,0.14074248153912394,0.1654135341707029
238,0.3825296210615258,0.0790893690366494,2.4806049754931192e-05,0.14074248153912394,0.17528195522333445
239,0.3822994530200958,0.07868587637418195,2.466628751263718e-05,0.13486842105263158,0.15460526315789475
240,0.3761818252111736,0.07884001712265767,2.4655593398691916e-05,0.14074248153912394,0.14144736842105263
241,0.38349303289463643,0.07918383298735869,2.471789695702778e-05,0.1466165420256163,0.1778665420256163
242,0.37886389148862737,0.07967822959548548,2.4584355730296108e-05,0.13486842105263158,0.14309210526315788
243,0.37731701292489706,0.07966465895113192,2.453662962484247e-05,0.1466165420256163,0.16306391044666893
244,0.38731668183678075,0.07895395669497941,2.457144480678452e-05,0.14074248153912394,0.1910244367624584
245,0.3802670209031356,0.07900772675087578,2.449169649384873e-05,0.1466165420256163,0.16964285781508998
246,0.3774658080778624,0.07942864808597062,2.452304301856968e-05,0.1466165420256163,0.16235902434901187
247,0.38232155065787465,0.07959150601374476,2.46658889505182e-05,0.13486842105263158,0.15460526315789475
248,0.381973512862858,0.07978501798290956,2.4432910418239006e-05,0.1466165420256163,0.1778665420256163
249,0.38360837729353653,0.07867824364649623,2.4664031199886505e-05,0.1466165420256163,0.1729323314993005
250,0.3805351790628935,0.08010657288526234,2.4515573601858802e-05,0.14074248153912394,0.1687030078549134
251,0.38085983928881195,0.07959814291251333,2.464305253182063e-05,0.1466165420256163,0.17128759465719523
252,0.37925955339481954,0.07922788944683577,2.453134201411893e-05,0.14074248153912394,0.14896616574965024
253,0.3825157190624036,0.07966178498770062,2.444826186307948e-05,0.14074248153912394,0.16141917360456368
254,0.3803304543620662,0.07993433742146742,2.450231599332734e-05,0.1466165420256163,0.16306391044666893
255,0.38333940349127116,0.07914784354598899,2.4652913069937648e-05,0.14074248153912394,0.16212406048649236
256,0.38319858438090276,0.078238542730871,7.223861170084427e-05,0.14074248153912394,0.16212406048649236
257,0.38292963253824336,0.07939933632549487,2.453536914895506e-05,0.14074248153912394,0.17692669206543973
258,0.37673866748809814,0.07928545694602163,2.4701644861124805e-05,0.14074248153912394,0.15390037627596603
259,0.3805273881084041,0.0791125568120103,2.8709437545234994e-05,0.14074248153912394,0.15390037627596603
260,0.3808827274724057,0.0799690947720879,2.4450719796445092e-05,0.1466165420256163,0.16635338413087944
261,0.3811233169154117,0.07911767692942369,3.0462696270804275e-05,0.1466165420256163,0.1788063927700645
262,0.37958416813298274,0.07961498279320567,2.4577650420772107e-05,0.14074248153912394,0.15390037627596603
263,0.380380768524973,0.07979247326913633,2.462011410611204e-05,0.13486842105263158,0.14802631578947367
264,0.3796959095879605,0.07900478318333626,2.870335781249435e-05,0.14074248153912394,0.15554511311807132
265,0.38063909505542953,0.08066431825098239,2.455890019423111e-05,0.15249060329638028,0.1788063927700645
266,0.38276854000593485,0.07894951183544963,2.463901140751994e-05,0.14074248153912394,0.1687030078549134
267,0.3818421567741193,0.0790393278002739,2.455791642013968e-05,0.13486842105263158,0.15225563943386078
268,0.3878742754459381,0.07992741504782125,2.4518847052796016e-05,0.1466165420256163,0.19031955066480136
269,0.38398170784900065,0.07934496002761941,2.8803531006958922e-05,0.13486842105263158,0.16776315789473684
270,0.38477227091789246,0.08048120219456523,2.4595288921677582e-05,0.14074248153912394,0.17434210526315788
271,0.38479673705602946,0.07992317919668399,2.4588143548355317e-05,0.14074248153912394,0.17528195522333445
272,0.38021023649918406,0.08014217920993504,2.4538275630747147e-05,0.14074248153912394,0.15061090259175552
273,0.3786274477055198,0.08005003866396453,2.472012477626681e-05,0.14074248153912394,0.15789473684210525
274,0.3841646627375954,0.0801124643338354,2.4672731665544378e-05,0.14074248153912394,0.1828007525519321
275,0.38038439185995804,0.07915308679405011,2.452911032952742e-05,0.14074248153912394,0.15718984996017657
276,0.3812426014950401,0.07886162713954323,2.45542605027463e-05,0.13486842105263158,0.15718984996017657
277,0.38135246226662084,0.08005487683572267,2.4577507606169858e-05,0.1466165420256163,0.1654135341707029
278,0.38083157257029887,0.07962149107142498,2.456706850975216e-05,0.14074248153912394,0.16212406048649236
279,0.383952492161801,0.08003055304288864,2.4482088388379597e-05,0.14074248153912394,0.1687030078549134
280,0.37860696723586634,0.07922883292562083,2.4640160003591998e-05,0.13486842105263158,0.14309210526315788
281,0.3820341103955319,0.08018126848496888,2.451710558584876e-05,0.13486842105263158,0.15460526315789475
282,0.38033086845749303,0.07937565563540709,2.4656735365026277e-05,0.13486842105263158,0.15625
283,0.38248453799046966,0.07961745207246981,2.462071151249371e-05,0.13486842105263158,0.15625
