Epoch,D_Loss,G_Loss,R_Loss,D_Real_Accuracy,D_Fake_Accuracy
1,0.20549078756257108,0.394723399689323,0.08084436466819361,0.15789473684210525,0.15789473684210525
2,0.20300881486189992,0.16279169995533793,0.039683208065597636,0.21052631578947367,0.21052631578947367
3,0.19885073837481046,0.16067057534268028,0.022592960807837938,0.23190789473684212,0.09046052631578948
4,0.17321501476200005,0.15278531061975578,0.012326121036159364,0.5498120314196536,0.1611842105263158
5,0.12922077978912153,0.16254366699017977,0.007897669473957074,0.7109962419459694,0.18092105263157895
6,0.11713639293846331,0.13684701527419843,0.005297831039091474,0.7342575223822343,0.21499060329638028
7,0.12486993168529711,0.12415709856309388,0.003461525389483493,0.8240131578947368,0.31296992615649577
8,0.1428769693562859,0.09649877563903206,0.0022257293435119976,0.8207236842105263,0.37546992615649577
9,0.15008122121032916,0.08833578072096172,0.0015756252105347812,0.837171052631579,0.40484022623614263
10,0.16047382668444984,0.08795056492090225,0.0011114214568423402,0.8639567682617589,0.4732142875069066
11,0.1555822138723574,0.08110743251286055,0.0008778325021634565,0.7535244367624584,0.3569078947368421
12,0.14123576722647013,0.07731934989753522,0.0005981756127623253,0.8256578947368421,0.3432800769805908
13,0.1206793130228394,0.07975600836308379,0.0005206145349228265,0.8717105263157895,0.28383458680228185
14,0.11953511951785338,0.07633527368307114,0.0004175996482923725,0.8879229332271376,0.2887687973285976
15,0.11682603547447606,0.0718456843965932,0.0003754878225184879,0.8832236842105263,0.28853383817170797
16,0.12433341341583352,0.07005002055513232,0.0003438957960736987,0.8609022592243395,0.2986372183812292
17,0.11656061952051364,0.0743660744475691,0.0003081106237675014,0.9226973684210527,0.29699248153912394
18,0.12193421274423599,0.07067331867782693,0.000292876443142488,0.9243421052631579,0.3193139104466689
19,0.11504580374611051,0.07069710916594456,0.0002992067284618602,0.8970864697506553,0.2845394736842105
20,0.1202311507965389,0.07238739826961567,0.00023650170719759588,0.9144736842105263,0.3096804524722852
21,0.12765757504262423,0.06798382515185758,0.0002218795921898594,0.8898026315789473,0.3244830840512326
22,0.13704837741036163,0.06565575909457709,0.00024252779487716523,0.8294172945775484,0.3409304524722852
23,0.14202231129533366,0.06528482586145401,0.00026478285336021433,0.8536184210526315,0.37781955066480133
24,0.14230601842466153,0.06418487586473164,0.00018336494816283353,0.8632518805955586,0.37687969992035314
25,0.15622232775939138,0.06404622722613185,0.00018339072075353839,0.8305921052631579,0.4264567682617589
26,0.14079442110500837,0.06341506305493806,0.00014707434227028372,0.8247180486980238,0.34163534013848557
27,0.153246156479183,0.06499740344129111,0.00014291980800120845,0.8336466174376639,0.4123590243490119
28,0.15017646237423546,0.06261277669354488,0.00014170686450884923,0.8040413542797691,0.3745300769805908
29,0.152274478422968,0.0631427874690608,0.00012692502911561046,0.8320018805955586,0.40390037627596603
30,0.14943817650016986,0.06301669149022353,0.00012281714618055909,0.8129699261564958,0.3975563927700645
31,0.14815554454138405,0.06386434012337734,0.00011520981149116874,0.8601973684210527,0.3935620314196536
32,0.1489910451989425,0.06389934275495379,0.00010961663639663082,0.8477443644874975,0.3999060157098268
33,0.1433546374502935,0.0631759254948089,0.0001026933786976626,0.8305921052631579,0.3653665420256163
34,0.15829116341314817,0.06271553666968095,0.00010218032711188578,0.8552631578947368,0.46099624194596944
35,0.152408336338244,0.06310089991280907,9.468280557867777e-05,0.8329417329085501,0.3843984980332224
36,0.15336106717586517,0.06363536829226896,8.769108655159423e-05,0.8486842105263158,0.42058270855953817
37,0.15356546169833132,0.062203630216811835,9.666164671790811e-05,0.8303571437534533,0.4123590243490119
38,0.15681394189596176,0.06206188860692476,8.455862036115784e-05,0.8287124069113481,0.41635338413087947
39,0.1522267782374432,0.06133275341830755,8.444087392203265e-05,0.8188439858587164,0.39003759465719523
40,0.16375557921434702,0.06397335407765288,8.020734888927301e-05,0.8082706802769711,0.45441729457754837
41,0.1593169813093386,0.0636974555489264,7.349480222872349e-05,0.8305921052631579,0.4438439858587165
42,0.15651420935204155,0.06233370147253338,7.226131238942464e-05,0.8247180486980238,0.4215225577354431
43,0.1625893312065225,0.06218708973181875,6.614052189864819e-05,0.8164943644874975,0.44290413668281153
44,0.165940890970983,0.06192596374373687,6.550169018737506e-05,0.8270676700692428,0.4689849630782479
45,0.15488909498641365,0.06294888434441466,0.00010502975031780999,0.8129699261564958,0.4097744367624584
46,0.15744487862837941,0.06292335316538811,7.376314600773377e-05,0.7958176700692428,0.39920112961216975
47,0.15861488957154124,0.061535780955302086,6.815357674464682e-05,0.7984022592243395,0.4339755648060849
48,0.16868315480257334,0.062457392482381115,5.9094768211683625e-05,0.8171992490166112,0.4776785750138132
49,0.1610290643415953,0.0626539074276623,5.4378618905933474e-05,0.8289473684210527,0.43609022623614263
50,0.16010491236260063,0.06275712855552372,5.310840874460011e-05,0.8047462419459694,0.43890977533240066
51,0.16277444990057693,0.06234843911308991,5.299892817626977e-05,0.8007518805955586,0.43984962764539215
52,0.16720146881906608,0.06234073795770344,5.1824895404263915e-05,0.8108552631578947,0.456766919085854
53,0.16294890485311808,0.06377979897354778,4.756383867444176e-05,0.8033364697506553,0.43890977533240066
