d_weight,l3_weight,final_d1,final_r,final_l,error,prediction_mass
0.4,0.9,0.5181179642677307,0.5746120810508728,0.40476369857788086,0.08309013396501541,0.37673890590667725
0.4,1.0,0.514958381652832,0.5719196796417236,0.37341055274009705,0.10016272217035294,0.35782960057258606
0.5,0.0,0.5255817174911499,0.5830028057098389,0.5453856587409973,0.022144703194499016,0.46374741196632385
0.5,0.1,0.5243206024169922,0.5804405212402344,0.5423924922943115,0.022630570456385612,0.4599418342113495
0.5,0.2,0.5243121385574341,0.5813612937927246,0.5359242558479309,0.023993827402591705,0.4565536081790924
0.5,0.30000000000000004,0.5260974168777466,0.5827525854110718,0.5270642638206482,0.028358206152915955,0.4528539776802063
0.5,0.4,0.524599015712738,0.5812112092971802,0.5170269012451172,0.030757993459701538,0.4453848898410797
0.5,0.5,0.5271359086036682,0.5843691825866699,0.5054102540016174,0.03653363138437271,0.441331148147583
0.5,0.6000000000000001,0.5286432504653931,0.5855523347854614,0.4885678291320801,0.04498816281557083,0.43282127380371094
0.5,0.7000000000000001,0.5292227864265442,0.5860807299613953,0.463009238243103,0.05746788904070854,0.4186379015445709
0.5,0.8,0.5288666486740112,0.5857075452804565,0.4395429193973541,0.06973250210285187,0.40513601899147034
0.5,0.9,0.5299832224845886,0.5872282981872559,0.40441039204597473,0.09071684628725052,0.38709932565689087
0.5,1.0,0.5256142616271973,0.5827795267105103,0.38431316614151,0.10001170635223389,0.37257710099220276
0.6000000000000001,0.0,0.5330588221549988,0.5894606113433838,0.5470890402793884,0.02434977889060974,0.4718970060348511
0.6000000000000001,0.1,0.5332574844360352,0.589573085308075,0.5452291369438171,0.02538519725203514,0.4709836542606354
0.6000000000000001,0.2,0.534107506275177,0.5909907221794128,0.5366522669792175,0.028355225920677185,0.4668402671813965
0.6000000000000001,0.30000000000000004,0.5394653677940369,0.596729040145874,0.5282108783721924,0.03382011875510216,0.46727505326271057
0.6000000000000001,0.4,0.5395545363426208,0.5957042574882507,0.5192431807518005,0.03705121949315071,0.46134182810783386
0.6000000000000001,0.5,0.5425028204917908,0.5990132093429565,0.5046917200088501,0.04459838196635246,0.4556509256362915
0.6000000000000001,0.6000000000000001,0.537342369556427,0.5936142206192017,0.49583202600479126,0.04593854025006294,0.44515460729599
0.6000000000000001,0.7000000000000001,0.5399184823036194,0.5968101620674133,0.47355008125305176,0.058008212596178055,0.43477654457092285
0.6000000000000001,0.8,0.542621910572052,0.5995648503303528,0.44767534732818604,0.07320323586463928,0.42224428057670593
0.6000000000000001,0.9,0.5431457757949829,0.5998710989952087,0.4063975512981415,0.09719783067703247,0.3994213938713074
0.6000000000000001,1.0,0.5398109555244446,0.5965996980667114,0.39815160632133484,0.10024046897888184,0.3920450508594513
0.7000000000000001,0.0,0.5530810952186584,0.6094857454299927,0.5464761257171631,0.03336547687649727,0.4919385015964508
0.7000000000000001,0.1,0.553398072719574,0.6101925373077393,0.5419633984565735,0.035505715757608414,0.48962706327438354
0.7000000000000001,0.2,0.5542910695075989,0.6114045977592468,0.5377584099769592,0.037112973630428314,0.48813509941101074
0.7000000000000001,0.30000000000000004,0.5539380311965942,0.6103962063789368,0.5333458781242371,0.03844964876770973,0.48467788100242615
0.7000000000000001,0.4,0.5545237064361572,0.6113717555999756,0.5203796029090881,0.044231217354536057,0.4773520827293396
0.7000000000000001,0.5,0.5533215403556824,0.6104446053504944,0.5118147134780884,0.04713023453950882,0.4710368812084198
0.7000000000000001,0.6000000000000001,0.558728814125061,0.6153655052185059,0.49621936678886414,0.05720337852835655,0.4664987325668335
0.7000000000000001,0.7000000000000001,0.5607569813728333,0.6180724501609802,0.46842098236083984,0.0727166160941124,0.45185163617134094
0.7000000000000001,0.8,0.5581535696983337,0.6153724789619446,0.4511692225933075,0.0807047188282013,0.4390498697757721
0.7000000000000001,0.9,0.5609075427055359,0.6174056529998779,0.4197103977203369,0.10000678896903992,0.4227201044559479
0.7000000000000001,1.0,0.5528210997581482,0.6099198460578918,0.4117186963558197,0.1001015231013298,0.4111309349536896
0.8,0.0,0.5701814293861389,0.6267436742782593,0.5478606224060059,0.04041639342904091,0.5104138851165771
0.8,0.1,0.5755826830863953,0.6325507164001465,0.5430120229721069,0.045320481061935425,0.5130320191383362
0.8,0.2,0.5736909508705139,0.6302227973937988,0.5403257608413696,0.04546413570642471,0.5091593861579895
0.8,0.30000000000000004,0.5841472148895264,0.640768826007843,0.5300166010856628,0.055108971893787384,0.5131926536560059
0.8,0.4,0.5810436010360718,0.6372666358947754,0.5226662755012512,0.05701383948326111,0.5051179528236389
0.8,0.5,0.5753157734870911,0.6322343349456787,0.5174224972724915,0.056384019553661346,0.4964825212955475
0.8,0.6000000000000001,0.5776810646057129,0.6342718005180359,0.5022820234298706,0.06472977995872498,0.48899635672569275
0.8,0.7000000000000001,0.5823878645896912,0.6396324634552002,0.47504159808158875,0.08180894702672958,0.4767717719078064
0.8,0.8,0.5871191620826721,0.644451916217804,0.453214555978775,0.09676257520914078,0.4676620364189148
0.8,0.9,0.5808947086334229,0.6367110013961792,0.44041526317596436,0.10002923011779785,0.4532994031906128
0.8,1.0,0.5667707324028015,0.6237075328826904,0.42579448223114014,0.10010388493537903,0.43191292881965637
0.9,0.0,0.6069954037666321,0.6638506054878235,0.5467899441719055,0.05971044674515724,0.5471977591514587
0.9,0.1,0.6116130948066711,0.6684354543685913,0.5430466532707214,0.06391921639442444,0.5493595004081726
0.9,0.2,0.6064494848251343,0.6628966927528381,0.5417104959487915,0.06180253624916077,0.5431427955627441
0.9,0.30000000000000004,0.6075792908668518,0.6642372608184814,0.532278835773468,0.06652963906526566,0.538250744342804
0.9,0.4,0.6076498031616211,0.6641544699668884,0.5259333848953247,0.06944414973258972,0.5341201424598694
0.9,0.5,0.6031966209411621,0.6597301959991455,0.5165039300918579,0.07187257707118988,0.523547351360321
0.9,0.6000000000000001,0.6108962893486023,0.6675075888633728,0.5018376111984253,0.083784319460392,0.5216107368469238
0.9,0.7000000000000001,0.6131384372711182,0.6698994636535645,0.4791312515735626,0.09738429635763168,0.5090448260307312
0.9,0.8,0.6062204837799072,0.6634311676025391,0.4674723744392395,0.1000177264213562,0.4950839579105377
0.9,0.9,0.5945776700973511,0.6516597867012024,0.45433416962623596,0.10026364773511887,0.47546884417533875
0.9,1.0,0.5863335132598877,0.6428064107894897,0.4456786811351776,0.10006801038980484,0.46200424432754517
1.0,0.0,0.6489372849464417,0.7058532238006592,0.547378659248352,0.08188129961490631,0.589202880859375
1.0,0.1,0.6421818137168884,0.6988410949707031,0.5433047413825989,0.08031897991895676,0.5797249674797058
1.0,0.2,0.6404528021812439,0.6972696185112,0.537916898727417,0.081868976354599,0.5746002197265625
1.0,0.30000000000000004,0.6444827914237976,0.7017530798912048,0.5311281085014343,0.08788610994815826,0.5742723941802979
1.0,0.4,0.6363228559494019,0.6932919025421143,0.5226045250892639,0.08724217116832733,0.5605537295341492
1.0,0.5,0.6452915072441101,0.702272355556488,0.5123226642608643,0.09798522293567657,0.5624966025352478
1.0,0.6000000000000001,0.6420249342918396,0.69908607006073,0.5051876306533813,0.10002205520868301,0.5546109676361084
1.0,0.7000000000000001,0.6323123574256897,0.6892568469047546,0.49453005194664,0.10016033053398132,0.5380323529243469
1.0,0.8,0.6222857236862183,0.6793899536132812,0.4838615953922272,0.10011015832424164,0.5213728547096252
1.0,0.9,0.615142822265625,0.672124981880188,0.4754166901111603,0.10050339251756668,0.5088417530059814
1.0,1.0,0.6000872254371643,0.6569746136665344,0.45892494916915894,0.10071828961372375,0.4836074411869049
