d0,d1,d2,d3,d4,l1,d0/l1,d1/l1,d2/l1,d3/l1,d4/l1,slopes,mass
4.8,1.6,2.8,1.4,2.9,21.5,0.223255814,0.074418605,0.130232558,0.065116279,0.134883721,0.045359233,0.001729851
4.7,1.8,2.2,2.1,2.3,21.1,0.222748815,0.085308057,0.104265403,0.099526066,0.109004739,0.045286902,0.001577079
3.1,2.3,2.3,2.1,1.5,23.3,0.13304721,0.098712446,0.098712446,0.090128755,0.064377682,0.028030728,0.001110385
3.5,2.4,2.2,1.3,2.1,17.2,0.203488372,0.139534884,0.127906977,0.075581395,0.122093023,0.044045349,0.000865901
3.9,2.5,1.2,1.8,1.8,21.6,0.180555556,0.115740741,0.055555556,0.083333333,0.083333333,0.035620634,0.00120454
3.8,2.9,2.9,1.9,2.2,18.9,0.201058201,0.153439153,0.153439153,0.100529101,0.116402116,0.046205876,0.001247979
4.3,1.3,2.1,2.5,1.9,19.8,0.217171717,0.065656566,0.106060606,0.126262626,0.095959596,0.044120144,0.001270193
4.7,2.4,1.9,2.5,2.1,21.7,0.216589862,0.110599078,0.087557604,0.115207373,0.096774194,0.04449288,0.001688755
3.7,2.3,2.1,2.1,2.7,24.9,0.148594378,0.092369478,0.084337349,0.084337349,0.108433735,0.031255273,0.001564257
4.8,1.6,1.5,1.5,2.3,21.1,0.227488152,0.075829384,0.071090047,0.071090047,0.109004739,0.044278259,0.001482253
3.3,1.9,1.9,2.4,2.3,21.1,0.156398104,0.090047393,0.090047393,0.113744076,0.109004739,0.033611397,0.001079603
3.6,1.9,1.6,1.3,1.5,15.8,0.227848101,0.120253165,0.101265823,0.082278481,0.094936709,0.046316461,0.000683758
4.1,1.9,2.7,1.5,2.7,17.8,0.230337079,0.106741573,0.151685393,0.084269663,0.151685393,0.050227126,0.001146779
4.5,2.8,2.3,1.1,1.2,22.6,0.199115044,0.123893805,0.101769912,0.048672566,0.053097345,0.038323868,0.001564033
4.7,2.6,2.8,2.5,1.8,20.1,0.233830846,0.129353234,0.139303483,0.124378109,0.089552239,0.050459518,0.001634058
3.7,1.1,2.7,2.9,1.7,19.4,0.190721649,0.056701031,0.139175258,0.149484536,0.087628866,0.04088161,0.001132634
3.6,1.7,2.3,1.1,1.1,22.6,0.159292035,0.075221239,0.101769912,0.048672566,0.048672566,0.029953206,0.0010499
3.7,1.2,1.2,1.3,1.6,17.9,0.206703911,0.067039106,0.067039106,0.072625698,0.089385475,0.039494137,0.000755126
4.8,2.4,2.5,2.6,2.9,17.7,0.271186441,0.13559322,0.141242938,0.146892655,0.163841808,0.062529952,0.00148697
3.3,2.1,2.3,2.6,2.2,22.8,0.144736842,0.092105263,0.100877193,0.114035088,0.096491228,0.031817133,0.001268934
3.7,1.1,2.9,2.4,1.5,22.3,0.165919283,0.049327354,0.130044843,0.107623318,0.067264574,0.033653659,0.001272424
3.3,1.7,2.5,1.4,1.1,24.7,0.133603239,0.068825911,0.101214575,0.056680162,0.044534413,0.025587747,0.001097418
4.2,2.4,2.1,2.1,2.4,21.4,0.196261682,0.112149533,0.098130841,0.098130841,0.112149533,0.041159889,0.001467482
3.8,2.9,2.8,1.3,1.7,15.3,0.248366013,0.189542484,0.183006536,0.08496732,0.111111111,0.057708685,0.000885722
4.3,1.8,1.3,2.9,2.2,23.3,0.184549356,0.077253219,0.055793991,0.124463519,0.094420601,0.036499857,0.001600677
4.6,2.1,2.3,2.6,2.6,18.4,0.25,0.114130435,0.125,0.141304348,0.141304348,0.05518574,0.001414124
4.1,1.6,1.2,1.2,1.5,16.3,0.251533742,0.098159509,0.073619632,0.073619632,0.09202454,0.049468317,0.000794156
4.9,2.2,1.6,1.6,2.6,18.1,0.270718232,0.121546961,0.08839779,0.08839779,0.143646409,0.056596975,0.001357244
4.2,1.3,2.6,1.1,1.3,17.4,0.24137931,0.074712644,0.149425287,0.063218391,0.074712644,0.048032943,0.000963395
4.9,2.8,1.7,2.5,2.3,21.1,0.232227488,0.132701422,0.08056872,0.118483412,0.109004739,0.048518181,0.001772065
4.4,2.2,2.7,1.6,2.4,22.8,0.192982456,0.096491228,0.118421053,0.070175439,0.105263158,0.039364901,0.001668175
4.2,2.9,2.4,2.4,1.1,15.6,0.269230769,0.185897436,0.153846154,0.153846154,0.070512821,0.061324891,0.001009223
3.3,1.6,2.8,2.9,2.8,15.3,0.215686275,0.104575163,0.183006536,0.189542484,0.183006536,0.057001877,0.000880026
3.8,2.7,2.2,2.7,2.1,15.3,0.248366013,0.176470588,0.14379085,0.176470588,0.137254902,0.06075146,0.000936895
4.5,2.2,2.5,2.9,2.6,23.7,0.189873418,0.092827004,0.105485232,0.122362869,0.109704641,0.040333736,0.001960483
4.1,1.7,2.9,1.8,2.3,17.1,0.239766082,0.099415205,0.169590643,0.105263158,0.134502924,0.052814481,0.001080224
4.1,2.7,2.9,1.7,1.5,24.4,0.168032787,0.110655738,0.118852459,0.069672131,0.06147541,0.033854484,0.001679184
3.6,1.5,1.8,2.8,2.6,15.1,0.238410596,0.099337748,0.119205298,0.185430464,0.17218543,0.055967479,0.000816462
4.7,1.4,2.7,2.5,1.3,17.5,0.268571429,0.08,0.154285714,0.142857143,0.074285714,0.056853145,0.001244989
4.9,2.7,1.6,2.9,2.8,22,0.222727273,0.122727273,0.072727273,0.131818182,0.127272727,0.047129247,0.001961613
3.7,1.9,2.8,1.7,1.4,24.8,0.149193548,0.076612903,0.112903226,0.068548387,0.056451613,0.029475962,0.001393123
3.8,1.9,2.5,1.3,1.1,20.7,0.183574879,0.09178744,0.120772947,0.062801932,0.053140097,0.035665769,0.001074506
4.4,1.5,1.2,1.1,1.6,21.9,0.200913242,0.068493151,0.054794521,0.050228311,0.073059361,0.037382892,0.001240221
4.8,2.7,1.1,2.6,1.7,20.8,0.230769231,0.129807692,0.052884615,0.125,0.081730769,0.04624639,0.001598996
4.9,1.3,1.5,2.5,2.6,19,0.257894737,0.068421053,0.078947368,0.131578947,0.136842105,0.05271679,0.001444129
4.9,2.9,2.5,2.9,2.6,15.4,0.318181818,0.188311688,0.162337662,0.188311688,0.168831169,0.07969221,0.001307366
4.9,2.2,2.7,1.7,1.2,20.1,0.243781095,0.109452736,0.134328358,0.084577114,0.059701493,0.048986452,0.001535722
3.1,2.9,2.1,2.6,1.3,16.6,0.186746988,0.174698795,0.126506024,0.156626506,0.078313253,0.044357207,0.000827205
4.3,1.4,2.7,2.2,2.4,22,0.195454545,0.063636364,0.122727273,0.1,0.109090909,0.039993182,0.001542542
4.1,2.6,2.6,2.7,2.4,17.7,0.231638418,0.146892655,0.146892655,0.152542373,0.13559322,0.054551889,0.001262122
4.1,2.4,1.6,1.2,1.8,18.1,0.226519337,0.132596685,0.08839779,0.066298343,0.099447514,0.045780448,0.00101472
3.2,1.3,2.7,2.8,1.8,20.2,0.158415842,0.064356436,0.133663366,0.138613861,0.089108911,0.035029366,0.0010436
3.1,1.5,2.6,1.2,2.1,17.3,0.179190751,0.086705202,0.150289017,0.069364162,0.121387283,0.038186032,0.000735991
3.1,1.4,1.6,1.9,1.3,19.9,0.155778894,0.070351759,0.08040201,0.095477387,0.065326633,0.030686088,0.000738747
3.6,1.9,2.1,1.5,1.1,15.2,0.236842105,0.125,0.138157895,0.098684211,0.072368421,0.049132913,0.000676463
4.4,1.4,2.1,1.4,1.1,22.9,0.192139738,0.061135371,0.091703057,0.061135371,0.048034934,0.035908812,0.001366003
3.9,1.5,2.7,2.1,1.9,20.9,0.186602871,0.071770335,0.129186603,0.100478469,0.090909091,0.03850672,0.001247173
3.6,2.1,2.7,1.5,2.4,22.1,0.162895928,0.095022624,0.122171946,0.067873303,0.108597285,0.034189906,0.001280148
3.1,1.1,2.6,2.1,2.6,15.2,0.203947368,0.072368421,0.171052632,0.138157895,0.171052632,0.048203464,0.000706113
4.8,1.4,1.8,2.5,1.9,19.9,0.24120603,0.070351759,0.090452261,0.125628141,0.095477387,0.048466522,0.001445753
3.9,2.4,2.2,2.9,1.2,16.3,0.239263804,0.147239264,0.134969325,0.17791411,0.073619632,0.053972288,0.000977862
4.5,1.6,2.5,1.4,1.6,22.3,0.201793722,0.071748879,0.112107623,0.062780269,0.071748879,0.03899601,0.001473687
3.9,1.9,1.2,1.6,2.9,15.2,0.256578947,0.125,0.078947368,0.105263158,0.190789474,0.056567141,0.000823057
4.9,2.7,1.7,1.5,1.4,15.9,0.308176101,0.169811321,0.106918239,0.094339623,0.088050314,0.065497942,0.001113153
3.9,2.8,1.5,2.3,2.4,15.4,0.253246753,0.181818182,0.097402597,0.149350649,0.155844156,0.059314857,0.000922851
4.5,1.9,2.5,1.6,2.9,16.5,0.272727273,0.115151515,0.151515152,0.096969697,0.175757576,0.060883536,0.001161652
4.6,2.3,1.9,1.9,1.4,19.6,0.234693878,0.117346939,0.096938776,0.096938776,0.071428571,0.047080991,0.001329603
4.3,1.5,1.2,1.1,1.6,24.9,0.172690763,0.060240964,0.048192771,0.044176707,0.064257028,0.031504529,0.001386463
4.1,2.5,1.9,2.5,1.5,15.3,0.267973856,0.163398693,0.124183007,0.163398693,0.098039216,0.060172181,0.00091597
4.5,1.5,1.1,1.7,1.4,24.8,0.181451613,0.060483871,0.044354839,0.068548387,0.056451613,0.033293676,0.001506794
4.6,1.3,2.3,2.6,2.6,17.8,0.258426966,0.073033708,0.129213483,0.146067416,0.146067416,0.055691633,0.001302941
3.1,2.7,2.3,1.7,1.5,24.8,0.125,0.108870968,0.092741935,0.068548387,0.060483871,0.025934684,0.001206456
4.8,1.3,1.7,2.1,1.5,18.3,0.262295082,0.071038251,0.092896175,0.114754098,0.081967213,0.052291294,0.001226179
3.7,1.4,1.6,1.5,2.3,23.4,0.158119658,0.05982906,0.068376068,0.064102564,0.098290598,0.030407471,0.001176113
3.4,1.8,2.5,1.1,2.8,17.3,0.196531792,0.104046243,0.144508671,0.063583815,0.161849711,0.04306478,0.000883755
3.9,2.1,2.2,1.2,1.1,22.2,0.175675676,0.094594595,0.099099099,0.054054054,0.04954955,0.033367921,0.001178631
3.2,1.2,1.8,2.2,2.8,22.1,0.14479638,0.054298643,0.081447964,0.099547511,0.126696833,0.029916864,0.001079536
4.5,1.6,2.4,2.7,2.6,18.3,0.245901639,0.087431694,0.131147541,0.147540984,0.142076503,0.053855048,0.001353879
4.6,2.2,2.9,2.8,2.3,21.8,0.211009174,0.100917431,0.133027523,0.128440367,0.105504587,0.045642978,0.001819798
3.5,2.9,2.9,1.8,1.7,21.1,0.165876777,0.137440758,0.137440758,0.085308057,0.08056872,0.036478437,0.001264481
3.2,2.6,2.5,1.7,1.5,20.4,0.156862745,0.12745098,0.12254902,0.083333333,0.073529412,0.033654817,0.001005218
3.3,2.3,2.2,2.7,1.6,20.5,0.16097561,0.112195122,0.107317073,0.131707317,0.07804878,0.035352748,0.001087946
3.9,2.6,2.3,2.3,2.1,21.9,0.178082192,0.118721461,0.105022831,0.105022831,0.095890411,0.038069389,0.001430626
3.6,1.5,2.7,1.7,2.6,15.7,0.229299363,0.095541401,0.171974522,0.108280255,0.165605096,0.052334903,0.000841222
4.8,2.3,1.9,1.8,1.8,22.2,0.216216216,0.103603604,0.085585586,0.081081081,0.081081081,0.042699456,0.001655799
3.8,2.4,1.6,1.4,1.5,18.8,0.20212766,0.127659574,0.085106383,0.074468085,0.079787234,0.040473395,0.000955533
3.3,1.6,1.4,2.5,2.4,23.5,0.140425532,0.068085106,0.059574468,0.106382979,0.10212766,0.028522048,0.001167526
4.8,2.4,2.1,2.7,1.6,21.2,0.226415094,0.113207547,0.099056604,0.127358491,0.075471698,0.046486661,0.001683855
4.5,1.6,2.6,1.5,1.4,18.7,0.240641711,0.085561497,0.139037433,0.080213904,0.07486631,0.048333952,0.001200756
4.4,2.7,2.9,2.6,1.6,19.5,0.225641026,0.138461538,0.148717949,0.133333333,0.082051282,0.049743471,0.001487435
3.1,2.4,1.2,1.5,2.3,17.3,0.179190751,0.138728324,0.069364162,0.086705202,0.132947977,0.038662012,0.000734777
4.9,2.9,1.9,1.9,2.3,22.9,0.213973799,0.126637555,0.082969432,0.082969432,0.100436681,0.043561203,0.001918456
3.3,1.6,2.1,1.4,1.3,21.2,0.155660377,0.075471698,0.099056604,0.066037736,0.061320755,0.030284338,0.000877713
3.5,2.3,2.7,2.5,2.4,15.8,0.221518987,0.14556962,0.170886076,0.158227848,0.151898734,0.055268236,0.000922319
3.6,1.2,2.1,1.8,2.2,16.3,0.220858896,0.073619632,0.128834356,0.110429448,0.134969325,0.046505642,0.000782733
3.4,1.1,2.4,2.2,2.8,19,0.178947368,0.057894737,0.126315789,0.115789474,0.147368421,0.038684746,0.001013639
3.6,1.9,1.8,2.6,2.6,20.5,0.175609756,0.092682927,0.087804878,0.126829268,0.126829268,0.037948302,0.001189632
4.6,2.4,2.1,1.9,2.1,17.5,0.262857143,0.137142857,0.12,0.108571429,0.12,0.056345784,0.001231956
4.3,1.4,2.5,1.2,2.7,22.7,0.189427313,0.061674009,0.110132159,0.052863436,0.118942731,0.037024031,0.001517652
3.2,1.1,2.1,2.6,1.8,22.9,0.139737991,0.048034934,0.091703057,0.113537118,0.07860262,0.028383745,0.001073668
3.6,2.4,2.1,2.8,1.5,20.7,0.173913043,0.115942029,0.101449275,0.1352657,0.072463768,0.037283429,0.001200525
4.1,1.2,1.6,1.2,2.6,19.2,0.213541667,0.0625,0.083333333,0.0625,0.135416667,0.041841059,0.001069157
4.6,2.7,2.8,1.3,2.6,24.8,0.185483871,0.108870968,0.112903226,0.052419355,0.10483871,0.0374514,0.002033987
3.9,2.5,1.1,2.6,1.8,19.7,0.197969543,0.126903553,0.055837563,0.131979695,0.091370558,0.040533566,0.001159666
3.7,2.2,1.5,2.6,2.5,24.1,0.153526971,0.091286307,0.062240664,0.107883817,0.10373444,0.031677097,0.001466114
3.3,2.4,2.1,2.7,1.1,17.8,0.185393258,0.134831461,0.117977528,0.151685393,0.061797753,0.040759644,0.000892602
3.1,2.7,2.2,1.8,2.4,16.5,0.187878788,0.163636364,0.133333333,0.109090909,0.145454545,0.045457711,0.000819945
4.7,2.6,2.2,1.7,2.8,17.4,0.270114943,0.149425287,0.126436782,0.097701149,0.16091954,0.060085383,0.001333576
4.9,2.8,1.6,1.5,2.8,23.4,0.209401709,0.11965812,0.068376068,0.064102564,0.11965812,0.042125052,0.001956486
3.7,2.9,2.4,1.9,1.4,17.6,0.210227273,0.164772727,0.136363636,0.107954545,0.079545455,0.046228201,0.001004838
4.7,1.5,2.2,1.1,2.9,16.1,0.291925466,0.093167702,0.136645963,0.068322981,0.180124224,0.062588365,0.001111438
4.7,2.1,1.4,1.2,1.8,19.3,0.243523316,0.10880829,0.07253886,0.062176166,0.093264249,0.047807228,0.001265231
4.8,1.2,2.2,1.1,2.2,17.6,0.272727273,0.068181818,0.125,0.0625,0.125,0.054753809,0.001189894
3.4,2.2,2.5,2.4,2.5,17.9,0.189944134,0.122905028,0.139664804,0.134078212,0.139664804,0.044839043,0.001018753
4.7,1.6,1.3,2.8,2.2,22.6,0.207964602,0.07079646,0.057522124,0.123893805,0.097345133,0.040796683,0.001686197
3.5,1.6,1.2,1.2,1.9,23.7,0.147679325,0.067510549,0.050632911,0.050632911,0.080168776,0.027691229,0.001020952
3.4,2.8,1.8,1.4,1.4,24,0.141666667,0.116666667,0.075,0.058333333,0.058333333,0.027966824,0.001184649
4.5,2.1,1.4,1.4,1.7,17.3,0.260115607,0.121387283,0.080924855,0.080924855,0.098265896,0.052437695,0.00104739
3.1,1.3,2.4,2.3,2.7,21.4,0.144859813,0.060747664,0.112149533,0.107476636,0.126168224,0.031585111,0.001083604
3.7,1.4,1.5,1.2,1.5,22.1,0.167420814,0.063348416,0.067873303,0.054298643,0.067873303,0.03127027,0.000983555
3.3,1.2,1.2,1.9,2.9,23.3,0.141630901,0.051502146,0.051502146,0.081545064,0.124463519,0.027769375,0.001106479
3.5,1.4,2.3,2.9,2.9,16.7,0.209580838,0.083832335,0.137724551,0.173652695,0.173652695,0.050133847,0.00097669
3.8,1.2,2.3,1.6,2.3,23.4,0.162393162,0.051282051,0.098290598,0.068376068,0.098290598,0.031607478,0.00129168
4.4,1.2,2.7,1.3,1.5,21.9,0.200913242,0.054794521,0.123287671,0.059360731,0.068493151,0.038496501,0.001382374
3.7,2.7,1.5,2.8,2.2,19.6,0.18877551,0.137755102,0.076530612,0.142857143,0.112244898,0.041547505,0.001201923
3.7,2.6,1.1,1.9,2.9,22.1,0.167420814,0.117647059,0.049773756,0.085972851,0.131221719,0.034762255,0.001324619
4.8,1.2,2.1,2.1,2.5,17.1,0.280701754,0.070175439,0.122807018,0.122807018,0.14619883,0.059080607,0.001227417
3.4,2.4,1.9,1.7,1.9,22,0.154545455,0.109090909,0.086363636,0.077272727,0.086363636,0.031860622,0.001098469
4.6,1.6,1.8,1.8,2.9,22.9,0.200873362,0.069868996,0.07860262,0.07860262,0.126637555,0.039781278,0.00168164
4.9,1.5,2.4,2.1,2.8,15.3,0.320261438,0.098039216,0.156862745,0.137254902,0.183006536,0.072893172,0.001151226
3.4,2.3,2.3,1.1,1.9,24,0.141666667,0.095833333,0.095833333,0.045833333,0.079166667,0.028039769,0.001197352
3.6,2.9,1.2,2.7,1.1,17.8,0.202247191,0.162921348,0.06741573,0.151685393,0.061797753,0.042842658,0.000961438
3.8,1.2,1.3,2.1,1.4,17.4,0.218390805,0.068965517,0.074712644,0.120689655,0.08045977,0.042927331,0.000808758
3.1,1.1,1.2,1.1,2.1,23.5,0.131914894,0.046808511,0.05106383,0.046808511,0.089361702,0.024498792,0.000841045
3.2,2.3,1.9,1.1,2.7,22,0.145454545,0.104545455,0.086363636,0.05,0.122727273,0.030320544,0.001076465
4.3,2.4,2.8,2.4,2.8,18,0.238888889,0.133333333,0.155555556,0.133333333,0.155555556,0.055704343,0.001360716
4.6,1.8,1.5,1.8,2.4,18.4,0.25,0.097826087,0.081521739,0.097826087,0.130434783,0.051043011,0.001232646
3.2,1.2,1.9,2.3,1.7,20.6,0.155339806,0.058252427,0.09223301,0.111650485,0.082524272,0.031492889,0.000888625
3.6,1.5,2.8,1.3,2.1,22,0.163636364,0.068181818,0.127272727,0.059090909,0.095454545,0.032797264,0.00117533
4.6,2.1,2.4,1.6,2.9,22.4,0.205357143,0.09375,0.107142857,0.071428571,0.129464286,0.042093911,0.00173885
4.4,1.4,2.5,1.5,2.9,15.7,0.280254777,0.089171975,0.159235669,0.095541401,0.184713376,0.062172093,0.001030822
4.9,1.5,2.4,1.8,1.6,16.1,0.304347826,0.093167702,0.149068323,0.111801242,0.099378882,0.064261629,0.001121729
4.7,2.7,1.5,2.5,2.7,17.5,0.268571429,0.154285714,0.085714286,0.142857143,0.154285714,0.059780423,0.001356983
3.2,1.4,2.7,2.9,2.5,24.5,0.130612245,0.057142857,0.110204082,0.118367347,0.102040816,0.028770899,0.001424415
4.8,2.5,1.8,2.2,1.6,23.5,0.204255319,0.106382979,0.076595745,0.093617021,0.068085106,0.040137022,0.001813371
3.2,1.4,1.3,1.2,2.6,22.4,0.142857143,0.0625,0.058035714,0.053571429,0.116071429,0.027769903,0.000936481
4.4,2.1,1.9,2.3,2.2,16.8,0.261904762,0.125,0.113095238,0.136904762,0.130952381,0.056873942,0.001110987
4.4,1.8,1.3,2.1,1.3,21.8,0.201834862,0.082568807,0.059633028,0.096330275,0.059633028,0.038469805,0.001331001
4.1,1.5,1.2,2.6,1.4,19.6,0.209183673,0.076530612,0.06122449,0.132653061,0.071428571,0.040994715,0.001100493
4.1,1.3,2.6,2.8,1.9,21.6,0.189814815,0.060185185,0.12037037,0.12962963,0.087962963,0.039286443,0.001433694
4.1,1.4,1.1,2.1,2.5,18.5,0.221621622,0.075675676,0.059459459,0.113513514,0.135135135,0.044424523,0.001058925
3.9,1.5,1.8,2.9,2.2,15.8,0.246835443,0.094936709,0.113924051,0.183544304,0.139240506,0.05545942,0.000910779
3.5,2.9,2.9,1.2,2.3,21,0.166666667,0.138095238,0.138095238,0.057142857,0.10952381,0.036448423,0.001272979
3.9,1.2,1.4,2.2,2.3,19.7,0.197969543,0.060913706,0.07106599,0.111675127,0.116751269,0.039203112,0.001065954
4.1,2.9,1.4,2.4,2.2,19.5,0.21025641,0.148717949,0.071794872,0.123076923,0.112820513,0.044947871,0.001293608
4.3,2.8,1.3,2.4,1.1,15.4,0.279220779,0.181818182,0.084415584,0.155844156,0.071428571,0.060411346,0.000941221
4.6,1.8,2.2,1.1,1.9,15.2,0.302631579,0.118421053,0.144736842,0.072368421,0.125,0.063842745,0.000946093
4.5,2.6,1.5,1.9,2.7,17.1,0.263157895,0.152046784,0.087719298,0.111111111,0.157894737,0.057733791,0.001199069
3.9,1.6,2.7,1.3,1.6,17,0.229411765,0.094117647,0.158823529,0.076470588,0.094117647,0.047504665,0.000905946
3.7,2.9,1.4,2.8,2.5,19.6,0.18877551,0.147959184,0.071428571,0.142857143,0.12755102,0.042426324,0.001254458
4.2,1.1,2.4,2.6,1.8,15.1,0.278145695,0.072847682,0.158940397,0.17218543,0.119205298,0.061675275,0.000903233
3.1,1.8,2.3,1.4,2.5,24.4,0.12704918,0.073770492,0.094262295,0.057377049,0.102459016,0.026205767,0.001153273
3.5,1.8,2.1,2.6,2.6,19.2,0.182291667,0.09375,0.109375,0.135416667,0.135416667,0.040713549,0.001090812
3.3,2.2,1.5,2.8,2.8,18.3,0.180327869,0.120218579,0.081967213,0.153005464,0.153005464,0.041898371,0.001012449
4.2,2.4,2.1,1.4,2.8,20.4,0.205882353,0.117647059,0.102941176,0.068627451,0.137254902,0.043117243,0.001377319
3.9,2.1,1.9,2.6,1.5,19.4,0.201030928,0.108247423,0.097938144,0.134020619,0.077319588,0.041874855,0.001129724
3.4,1.3,1.9,2.1,1.5,15.7,0.21656051,0.082802548,0.121019108,0.133757962,0.095541401,0.045434316,0.000667062
3.5,1.1,2.7,2.2,1.1,24.2,0.144628099,0.045454545,0.111570248,0.090909091,0.045454545,0.02818903,0.001221154
4.1,1.7,1.2,2.6,1.1,22.7,0.18061674,0.074889868,0.052863436,0.114537445,0.04845815,0.034184003,0.001302114
4.6,1.4,2.6,1.8,2.6,16.6,0.277108434,0.084337349,0.156626506,0.108433735,0.156626506,0.060159937,0.001161716
4.9,2.3,1.8,1.3,2.1,16.9,0.289940828,0.136094675,0.106508876,0.076923077,0.124260355,0.060707511,0.001207498
4.8,1.9,2.3,1.5,1.5,19.9,0.24120603,0.095477387,0.115577889,0.075376884,0.075376884,0.047840445,0.001406912
3.7,1.5,1.7,2.8,1.1,16,0.23125,0.09375,0.10625,0.175,0.06875,0.049072841,0.000794341
4.1,1.3,2.6,1.8,1.1,21.1,0.194312796,0.061611374,0.123222749,0.085308057,0.052132701,0.037823447,0.001213207
4.2,1.2,1.9,2.9,1.7,21.9,0.191780822,0.054794521,0.086757991,0.132420091,0.077625571,0.038115826,0.001400363
4.8,2.6,2.3,1.1,1.8,18.2,0.263736264,0.142857143,0.126373626,0.06043956,0.098901099,0.054368971,0.001325886
4.6,2.3,2.1,1.3,1.2,16.5,0.278787879,0.139393939,0.127272727,0.078787879,0.072727273,0.057245359,0.001046989
4.9,1.1,1.6,2.8,1.2,21.4,0.228971963,0.051401869,0.074766355,0.130841121,0.056074766,0.044330707,0.001569153
3.1,1.2,1.2,2.5,1.9,23.6,0.131355932,0.050847458,0.050847458,0.105932203,0.080508475,0.025545786,0.000985766
4.1,1.7,1.5,2.6,2.8,21.5,0.190697674,0.079069767,0.069767442,0.120930233,0.130232558,0.039222595,0.001420087
4.3,2.7,1.2,1.4,1.5,22.8,0.188596491,0.118421053,0.052631579,0.061403509,0.065789474,0.036069818,0.001412739
3.4,1.8,1.2,1.2,2.2,16.1,0.211180124,0.111801242,0.074534161,0.074534161,0.136645963,0.043299383,0.000668207
3.2,2.7,1.1,2.9,2.2,18.4,0.173913043,0.14673913,0.059782609,0.157608696,0.119565217,0.039374647,0.000970842
3.5,2.7,2.4,2.2,1.2,15.6,0.224358974,0.173076923,0.153846154,0.141025641,0.076923077,0.051428844,0.000815085
3.9,2.6,1.3,1.1,1.3,21.8,0.178899083,0.119266055,0.059633028,0.050458716,0.059633028,0.034011955,0.001139427
3.2,1.2,1.4,1.6,2.9,22.7,0.140969163,0.052863436,0.061674009,0.070484581,0.127753304,0.027916051,0.001025047
3.8,1.9,2.8,1.3,2.9,23.6,0.161016949,0.080508475,0.118644068,0.055084746,0.122881356,0.03308956,0.00151297
4.3,1.4,1.7,1.3,1.3,18,0.238888889,0.077777778,0.094444444,0.072222222,0.072222222,0.046355619,0.000969423
3.6,2.6,2.8,2.6,2.3,16.9,0.213017751,0.153846154,0.165680473,0.153846154,0.136094675,0.052752801,0.001065707
4.5,2.5,2.2,1.7,2.6,17,0.264705882,0.147058824,0.129411765,0.1,0.152941176,0.058664156,0.001205532
3.2,2.7,2.3,1.2,2.5,20.8,0.153846154,0.129807692,0.110576923,0.057692308,0.120192308,0.033589617,0.001084449
3.7,2.8,1.4,1.2,1.9,21.6,0.171296296,0.12962963,0.064814815,0.055555556,0.087962963,0.034124601,0.001150407
3.1,1.9,2.2,1.9,2.1,18.1,0.171270718,0.104972376,0.121546961,0.104972376,0.116022099,0.037790385,0.000813079
3.2,1.8,2.8,1.8,1.2,17.4,0.183908046,0.103448276,0.16091954,0.103448276,0.068965517,0.039707228,0.000784328
4.7,2.6,1.2,1.6,2.1,22.5,0.208888889,0.115555556,0.053333333,0.071111111,0.093333333,0.040817841,0.001630544
4.3,1.1,2.2,1.5,2.6,19.3,0.222797927,0.056994819,0.113989637,0.077720207,0.134715026,0.044561236,0.001210169
3.2,1.2,2.1,1.4,2.8,23.2,0.137931034,0.051724138,0.090517241,0.060344828,0.120689655,0.027567071,0.001089214
4.1,1.4,1.9,1.2,1.5,16.7,0.245508982,0.083832335,0.113772455,0.071856287,0.089820359,0.048641872,0.000848276
3.1,1.9,1.5,2.1,2.8,23.7,0.130801688,0.080168776,0.063291139,0.088607595,0.11814346,0.027602928,0.001158892
4.4,2.6,1.3,1.9,1.1,20.8,0.211538462,0.125,0.0625,0.091346154,0.052884615,0.040966276,0.001316323
4.4,1.7,1.8,2.1,1.8,21,0.20952381,0.080952381,0.085714286,0.1,0.085714286,0.041469429,0.001345487
4.7,2.6,1.2,2.6,2.8,23.6,0.199152542,0.110169492,0.050847458,0.110169492,0.118644068,0.040261586,0.001944053
4.6,1.4,2.9,1.9,2.8,19.5,0.235897436,0.071794872,0.148717949,0.097435897,0.143589744,0.049946835,0.001486219
3.7,2.9,2.5,2.4,2.4,19.9,0.185929648,0.145728643,0.125628141,0.120603015,0.120603015,0.04305405,0.001319203
4.6,1.3,1.2,2.9,1.1,21.6,0.212962963,0.060185185,0.055555556,0.134259259,0.050925926,0.040750058,0.001446427
4.6,2.8,1.8,2.3,2.1,23.1,0.199134199,0.121212121,0.077922078,0.0995671,0.090909091,0.040577632,0.001793417
4.4,1.8,1.3,2.7,1.8,24.4,0.180327869,0.073770492,0.053278689,0.110655738,0.073770492,0.034722082,0.001652466
4.9,2.8,2.6,1.3,2.1,24.7,0.198380567,0.113360324,0.105263158,0.052631579,0.085020243,0.039156046,0.002089732
3.6,1.1,2.3,1.8,2.9,20.2,0.178217822,0.054455446,0.113861386,0.089108911,0.143564356,0.036799931,0.001113098
3.8,1.2,2.6,2.1,1.9,21.8,0.174311927,0.055045872,0.119266055,0.096330275,0.087155963,0.035069556,0.001236561
3.2,1.9,2.7,2.3,2.4,24.8,0.129032258,0.076612903,0.108870968,0.092741935,0.096774194,0.028271552,0.001380992
3.9,2.7,1.8,2.3,1.1,24.2,0.161157025,0.111570248,0.074380165,0.095041322,0.045454545,0.031493226,0.001460027
