d0,d1,d2,d3,d4,l1,d0/l1,d1/l1,d2/l1,d3/l1,d4/l1,slopes,mass
4.5,2.1,2.1,2.1,2.1,24.6,0.182926829,0.085365854,0.085365854,0.085365854,0.085365854,0.036288885,0.001785394
4.1,1.8,2.3,2.3,1.5,21.5,0.190697674,0.08372093,0.106976744,0.106976744,0.069767442,0.038438226,0.001324754
4.6,1.3,1.7,2.8,1.7,19.1,0.240837696,0.068062827,0.089005236,0.146596859,0.089005236,0.048829791,0.001307471
3.2,1.1,2.3,1.6,1.9,18,0.177777778,0.061111111,0.127777778,0.088888889,0.105555556,0.036422584,0.000747608
3.6,2.3,2.6,2.2,1.6,23,0.156521739,0.1,0.113043478,0.095652174,0.069565217,0.03273327,0.001333531
3.3,1.6,2.8,2.6,1.2,21.8,0.151376147,0.073394495,0.128440367,0.119266055,0.055045872,0.031992044,0.001130914
3.1,1.1,1.6,2.5,1.6,16.5,0.187878788,0.066666667,0.096969697,0.151515152,0.096969697,0.039447834,0.000651105
4.2,1.8,1.7,2.7,2.3,15.7,0.267515924,0.114649682,0.108280255,0.171974522,0.146496815,0.059745122,0.000977444
3.6,1.8,1.1,2.8,1.9,19.2,0.1875,0.09375,0.057291667,0.145833333,0.098958333,0.038376748,0.000996227
4.5,2.8,1.6,2.3,1.2,22,0.204545455,0.127272727,0.072727273,0.104545455,0.054545455,0.040344652,0.001551934
3.8,1.2,1.5,2.5,1.4,24.6,0.154471545,0.048780488,0.06097561,0.101626016,0.056910569,0.029206735,0.001281788
4.6,2.6,1.8,1.3,1.1,24.5,0.187755102,0.106122449,0.073469388,0.053061224,0.044897959,0.035158906,0.001678943
3.2,1.9,1.1,1.1,2.5,23.3,0.137339056,0.081545064,0.0472103,0.0472103,0.107296137,0.02672765,0.000992658
4.2,2.2,1.8,1.3,2.3,15.1,0.278145695,0.145695364,0.119205298,0.086092715,0.152317881,0.060463335,0.000872138
4.9,2.6,1.5,1.7,2.5,18.3,0.267759563,0.142076503,0.081967213,0.092896175,0.136612022,0.056485155,0.001405097
3.5,1.1,2.9,1.2,1.1,21,0.166666667,0.052380952,0.138095238,0.057142857,0.052380952,0.032168028,0.000977112
4.2,1.1,1.6,1.9,2.4,23.2,0.181034483,0.047413793,0.068965517,0.081896552,0.103448276,0.034520101,0.001402986
4.6,2.2,1.5,2.8,1.7,18.5,0.248648649,0.118918919,0.081081081,0.151351351,0.091891892,0.051884899,0.00131037
3.5,2.3,2.4,1.4,1.3,16.1,0.217391304,0.142857143,0.149068323,0.086956522,0.080745342,0.046353498,0.000761505
3.4,1.1,2.8,2.4,2.5,16.1,0.211180124,0.068322981,0.173913043,0.149068323,0.155279503,0.049219488,0.000857256
4.7,2.3,1.7,2.3,2.1,16,0.29375,0.14375,0.10625,0.14375,0.13125,0.06442797,0.001123819
4.4,1.7,1.4,2.6,2.7,21,0.20952381,0.080952381,0.066666667,0.123809524,0.128571429,0.042624896,0.001473995
4.1,1.9,2.3,1.3,2.8,18.3,0.224043716,0.103825137,0.12568306,0.071038251,0.153005464,0.047444266,0.001144056
4.1,1.8,2.6,2.1,2.6,18.1,0.226519337,0.099447514,0.143646409,0.116022099,0.143646409,0.049854823,0.001186268
3.7,2.1,1.8,1.2,1.8,18.5,0.2,0.113513514,0.097297297,0.064864865,0.097297297,0.040199178,0.000903475
3.6,2.4,2.2,1.5,2.3,23.1,0.155844156,0.103896104,0.095238095,0.064935065,0.0995671,0.032147414,0.001301733
4.8,1.2,1.2,2.8,2.8,24.7,0.194331984,0.048582996,0.048582996,0.113360324,0.113360324,0.037234239,0.001970919
4.5,1.9,2.2,2.1,2.7,17.7,0.254237288,0.107344633,0.124293785,0.118644068,0.152542373,0.05530012,0.001255737
3.1,1.5,2.3,2.4,2.4,21.7,0.142857143,0.069124424,0.105990783,0.110599078,0.110599078,0.031095635,0.001074787
3.5,1.2,1.9,1.8,1.5,23.4,0.14957265,0.051282051,0.081196581,0.076923077,0.064102564,0.028598939,0.001052542
3.6,2.8,2.5,2.1,2.7,18,0.2,0.155555556,0.138888889,0.116666667,0.15,0.047948928,0.001133834
3.8,2.1,2.6,2.5,2.6,16,0.2375,0.13125,0.1625,0.15625,0.1625,0.057375518,0.00099769
4.5,1.6,2.6,1.4,2.3,23.3,0.193133047,0.068669528,0.111587983,0.060085837,0.098712446,0.037765929,0.001644324
3.6,2.7,2.1,2.6,2.6,18.7,0.192513369,0.144385027,0.112299465,0.139037433,0.139037433,0.04523282,0.001174935
3.3,1.8,1.5,2.5,1.5,24.5,0.134693878,0.073469388,0.06122449,0.102040816,0.06122449,0.026616497,0.001142217
4.2,2.2,2.2,2.1,1.3,20.3,0.206896552,0.108374384,0.108374384,0.103448276,0.064039409,0.041718059,0.001266937
4.1,1.5,2.2,2.8,1.3,23.7,0.172995781,0.063291139,0.092827004,0.11814346,0.054852321,0.034164379,0.001499488
3.6,1.3,2.4,2.4,2.2,22.5,0.16,0.057777778,0.106666667,0.106666667,0.097777778,0.032913665,0.001260329
3.9,1.1,2.6,2.5,2.8,20.8,0.1875,0.052884615,0.125,0.120192308,0.134615385,0.039522005,0.001353007
4.3,2.2,1.6,1.7,2.3,19.7,0.218274112,0.111675127,0.081218274,0.086294416,0.116751269,0.044474779,0.00125386
4.5,1.1,1.4,1.5,2.5,22.5,0.2,0.048888889,0.062222222,0.066666667,0.111111111,0.037823676,0.00144232
4.5,2.4,1.8,1.4,2.3,23.9,0.188284519,0.10041841,0.075313808,0.058577406,0.09623431,0.03692297,0.001685245
4.3,2.8,2.9,1.1,2.7,19.6,0.219387755,0.142857143,0.147959184,0.056122449,0.137755102,0.047477825,0.001455077
3.3,1.3,2.5,2.7,2.7,20.9,0.157894737,0.062200957,0.119617225,0.129186603,0.129186603,0.035009409,0.001178442
4.5,2.5,2.9,1.5,2.6,22.1,0.20361991,0.113122172,0.131221719,0.067873303,0.117647059,0.042588043,0.001735079
3.2,1.8,2.2,1.6,1.9,21.4,0.14953271,0.08411215,0.102803738,0.074766355,0.088785047,0.030733813,0.000956129
3.6,1.8,2.6,1.6,2.8,16.2,0.222222222,0.111111111,0.160493827,0.098765432,0.172839506,0.051121541,0.000896703
3.8,1.9,2.5,1.1,2.2,21.6,0.175925926,0.087962963,0.115740741,0.050925926,0.101851852,0.035024175,0.001214174
4.7,1.3,1.4,1.4,1.7,19.5,0.241025641,0.066666667,0.071794872,0.071794872,0.087179487,0.046356508,0.001221419
4.5,2.5,1.7,1.9,1.5,23.4,0.192307692,0.106837607,0.072649573,0.081196581,0.064102564,0.03737999,0.001607356
4.3,2.7,2.4,2.5,1.6,18.6,0.231182796,0.14516129,0.129032258,0.134408602,0.086021505,0.050370575,0.001304504
3.9,2.6,2.3,2.6,1.5,19.6,0.198979592,0.132653061,0.117346939,0.132653061,0.076530612,0.042956553,0.001237932
4.6,2.6,1.7,2.3,1.1,17.9,0.25698324,0.145251397,0.094972067,0.12849162,0.061452514,0.052947482,0.001224441
3.8,2.5,2.8,1.8,2.7,19.9,0.190954774,0.125628141,0.140703518,0.090452261,0.135678392,0.042970346,0.00131296
4.9,1.2,1.4,2.8,1.1,23.2,0.211206897,0.051724138,0.060344828,0.120689655,0.047413793,0.039977621,0.001708273
4.1,2.5,1.9,1.2,2.8,20.5,0.2,0.12195122,0.092682927,0.058536585,0.136585366,0.041469001,0.001329062
4.8,1.9,2.5,1.5,1.5,22.8,0.210526316,0.083333333,0.109649123,0.065789474,0.065789474,0.040788643,0.001679631
4.2,2.5,2.8,2.2,1.9,23.9,0.175732218,0.10460251,0.117154812,0.092050209,0.079497908,0.036522451,0.001735057
3.8,1.4,2.4,1.7,2.2,16.2,0.234567901,0.086419753,0.148148148,0.104938272,0.135802469,0.05028891,0.000854428
4.8,2.9,1.1,1.2,1.9,23.7,0.202531646,0.122362869,0.046413502,0.050632911,0.080168776,0.038791516,0.001766899
4.4,2.8,2.3,1.3,1.6,21.2,0.20754717,0.132075472,0.108490566,0.061320755,0.075471698,0.041551677,0.001452034
4.5,1.9,2.2,2.9,2.8,24,0.1875,0.079166667,0.091666667,0.120833333,0.116666667,0.039067408,0.001943338
4.6,1.5,2.9,1.3,2.8,18.3,0.25136612,0.081967213,0.158469945,0.071038251,0.153005464,0.053210359,0.001340564
4.6,2.6,2.6,2.8,2.2,18.5,0.248648649,0.140540541,0.140540541,0.151351351,0.118918919,0.056285979,0.001484852
4.5,1.8,1.9,2.2,2.1,16.6,0.271084337,0.108433735,0.114457831,0.13253012,0.126506024,0.057869365,0.001086081
4.4,2.3,2.2,1.3,1.4,21.1,0.208530806,0.109004739,0.104265403,0.061611374,0.066350711,0.040727068,0.001352179
3.5,1.4,1.7,1.6,1.2,23.6,0.148305085,0.059322034,0.072033898,0.06779661,0.050847458,0.027847646,0.00100987
3.6,2.4,2.5,2.2,2.3,20.8,0.173076923,0.115384615,0.120192308,0.105769231,0.110576923,0.038270053,0.001256004
4.9,1.1,2.8,2.6,1.3,18.1,0.270718232,0.060773481,0.154696133,0.143646409,0.071823204,0.056729343,0.001373281
3.6,2.9,1.2,1.4,2.2,23.8,0.151260504,0.121848739,0.050420168,0.058823529,0.092436975,0.030240362,0.001301646
3.9,2.3,1.1,2.6,1.5,22.5,0.173333333,0.102222222,0.048888889,0.115555556,0.066666667,0.033829692,0.001299579
3.4,1.1,2.4,1.7,1.3,24.1,0.141078838,0.045643154,0.099585062,0.070539419,0.053941909,0.026986299,0.001081424
3.7,2.3,1.7,1.5,2.4,16,0.23125,0.14375,0.10625,0.09375,0.15,0.050675315,0.000831485
4.1,1.7,2.5,2.8,2.3,18.8,0.218085106,0.090425532,0.132978723,0.14893617,0.122340426,0.048066559,0.001266709
3.6,1.6,1.3,1.7,2.3,17.4,0.206896552,0.091954023,0.074712644,0.097701149,0.132183908,0.042284415,0.00081538
3.6,2.2,2.3,1.5,1.1,18.2,0.197802198,0.120879121,0.126373626,0.082417582,0.06043956,0.04009614,0.000884879
3.8,1.2,2.2,1.2,1.3,24.1,0.157676349,0.049792531,0.091286307,0.049792531,0.053941909,0.029196167,0.001173778
3.2,1.9,1.7,1.5,2.4,15.7,0.203821656,0.121019108,0.108280255,0.095541401,0.152866242,0.044818684,0.000670925
4.7,1.2,2.1,2.8,1.1,24.6,0.191056911,0.048780488,0.085365854,0.113821138,0.044715447,0.036427476,0.001800869
4.3,1.9,1.3,1.7,1.1,22.6,0.190265487,0.084070796,0.057522124,0.075221239,0.048672566,0.035537045,0.001297549
3.4,1.2,2.8,1.5,2.1,22.6,0.150442478,0.053097345,0.123893805,0.066371681,0.092920354,0.030115212,0.001133866
4.3,1.9,2.2,2.9,2.8,22.2,0.193693694,0.085585586,0.099099099,0.130630631,0.126126126,0.041350354,0.001689335
3.7,2.1,1.8,2.5,2.5,19.8,0.186868687,0.106060606,0.090909091,0.126262626,0.126262626,0.040518057,0.001167824
4.1,2.6,1.5,2.5,1.8,21.7,0.188940092,0.119815668,0.069124424,0.115207373,0.082949309,0.038509311,0.001403112
4.4,1.7,2.8,2.2,2.7,22.2,0.198198198,0.076576577,0.126126126,0.099099099,0.121621622,0.04149172,0.001681243
3.1,1.5,1.5,1.8,1.7,18.3,0.169398907,0.081967213,0.081967213,0.098360656,0.092896175,0.034245351,0.000690098
3.7,1.3,2.6,2.7,1.5,21.7,0.170506912,0.059907834,0.119815668,0.124423963,0.069124424,0.035173972,0.001242786
3.3,1.1,2.3,1.7,2.9,24.3,0.135802469,0.04526749,0.094650206,0.069958848,0.119341564,0.02727134,0.001252319
3.4,2.1,1.4,1.5,1.8,17.1,0.198830409,0.122807018,0.081871345,0.087719298,0.105263158,0.04088633,0.000736214
3.8,1.5,1.7,1.8,1.4,16.2,0.234567901,0.092592593,0.104938272,0.111111111,0.086419753,0.047557911,0.000759173
4.1,2.3,1.6,2.6,2.3,18.5,0.221621622,0.124324324,0.086486486,0.140540541,0.124324324,0.0477651,0.001191071
4.4,1.8,2.9,1.3,1.7,24.7,0.178137652,0.072874494,0.117408907,0.052631579,0.068825911,0.034305327,0.001699698
3.3,1.9,1.7,1.7,1.2,22.6,0.146017699,0.084070796,0.075221239,0.075221239,0.053097345,0.028242654,0.000949672
3.4,2.7,1.7,2.8,2.7,18.8,0.180851064,0.143617021,0.090425532,0.14893617,0.143617021,0.042852234,0.001129578
4.3,1.4,1.6,1.3,1.2,23,0.186956522,0.060869565,0.069565217,0.056521739,0.052173913,0.034565389,0.00127263
4.6,2.6,1.7,1.1,1.1,24.9,0.184738956,0.104417671,0.068273092,0.044176707,0.044176707,0.034232241,0.001684224
3.9,2.7,1.2,2.2,1.7,17.5,0.222857143,0.154285714,0.068571429,0.125714286,0.097142857,0.046885868,0.000986446
3.3,2.7,2.5,1.9,2.4,21.9,0.150684932,0.123287671,0.114155251,0.086757991,0.109589041,0.03386757,0.00125573
4.4,1.5,2.9,2.2,1.3,16.7,0.263473054,0.089820359,0.173652695,0.131736527,0.077844311,0.056734754,0.001085196
3.9,1.7,2.5,2.2,2.7,18.1,0.215469613,0.093922652,0.138121547,0.121546961,0.149171271,0.047786142,0.001129198
4.3,2.1,1.8,2.5,2.9,18.7,0.229946524,0.112299465,0.096256684,0.13368984,0.155080214,0.050359198,0.001322752
3.2,2.8,2.1,1.1,2.3,24.8,0.129032258,0.112903226,0.084677419,0.044354839,0.092741935,0.026617234,0.001276974
4.6,1.9,1.7,1.8,2.5,16.8,0.273809524,0.113095238,0.101190476,0.107142857,0.148809524,0.058120799,0.001130292
4.9,2.9,1.9,1.1,1.6,16.8,0.291666667,0.172619048,0.113095238,0.06547619,0.095238095,0.061449822,0.001218727
4.5,2.4,2.6,1.4,1.5,17,0.264705882,0.141176471,0.152941176,0.082352941,0.088235294,0.055935592,0.00112935
4.6,1.2,2.5,1.1,2.4,16.6,0.277108434,0.072289157,0.15060241,0.06626506,0.144578313,0.057382477,0.001087743
4.5,1.1,2.2,2.6,1.4,20.1,0.223880597,0.054726368,0.109452736,0.129353234,0.069651741,0.044624367,0.001339555
4.2,2.5,2.8,1.9,2.9,23.1,0.181818182,0.108225108,0.121212121,0.082251082,0.125541126,0.039117165,0.00176837
4.8,1.9,1.2,1.9,1.3,24,0.2,0.079166667,0.05,0.079166667,0.054166667,0.037338614,0.00166289
3.8,2.4,1.6,1.7,1.9,22.5,0.168888889,0.106666667,0.071111111,0.075555556,0.084444444,0.033664668,0.001242642
3.2,1.5,2.8,2.9,1.7,17.2,0.186046512,0.087209302,0.162790698,0.168604651,0.098837209,0.04408698,0.000890415
3.9,2.5,2.3,2.7,1.1,16.9,0.230769231,0.147928994,0.136094675,0.159763314,0.065088757,0.050895237,0.001014605
3.6,2.6,1.5,2.7,1.8,21.1,0.170616114,0.123222749,0.071090047,0.127962085,0.085308057,0.035981348,0.001208289
4.7,1.1,1.5,2.3,1.6,19.4,0.242268041,0.056701031,0.077319588,0.118556701,0.082474227,0.047401673,0.001278685
4.1,2.2,2.4,1.3,1.3,17.1,0.239766082,0.128654971,0.140350877,0.076023392,0.076023392,0.04921034,0.000966183
4.6,1.2,2.3,2.3,2.7,19,0.242105263,0.063157895,0.121052632,0.121052632,0.142105263,0.05048522,0.001386019
4.8,2.9,1.7,1.1,2.6,15.9,0.301886792,0.182389937,0.106918239,0.06918239,0.163522013,0.067195391,0.001166805
4.5,1.9,1.5,1.7,1.3,17.3,0.260115607,0.10982659,0.086705202,0.098265896,0.075144509,0.051993588,0.001031698
4.7,2.8,1.3,1.1,2.9,23.8,0.197478992,0.117647059,0.054621849,0.046218487,0.121848739,0.038917781,0.001858748
4.5,2.7,1.1,1.8,2.2,22.1,0.20361991,0.122171946,0.049773756,0.081447964,0.099547511,0.040263883,0.001546976
4.3,2.3,2.1,2.4,1.3,23,0.186956522,0.1,0.091304348,0.104347826,0.056521739,0.037071397,0.001548275
3.7,2.5,1.1,2.9,2.4,22.1,0.167420814,0.113122172,0.049773756,0.131221719,0.108597285,0.034909732,0.001367936
3.4,2.8,1.6,2.7,1.9,16.6,0.204819277,0.168674699,0.096385542,0.162650602,0.114457831,0.047880317,0.000894103
3.7,2.2,1.9,2.3,1.3,24.2,0.152892562,0.090909091,0.078512397,0.095041322,0.053719008,0.030164641,0.001327806
4.6,1.3,2.3,2.8,1.8,16.1,0.285714286,0.080745342,0.142857143,0.173913043,0.111801242,0.06263,0.001107557
3.6,1.3,2.2,2.5,2.1,17.1,0.210526316,0.076023392,0.128654971,0.14619883,0.122807018,0.04573411,0.000895128
4.2,2.3,1.3,1.7,2.1,19.8,0.212121212,0.116161616,0.065656566,0.085858586,0.106060606,0.042588105,0.001194754
4.8,1.1,1.2,2.2,1.4,21.1,0.227488152,0.052132701,0.056872038,0.104265403,0.066350711,0.04311942,0.001407735
3.2,1.2,1.6,1.2,1.6,18.5,0.172972973,0.064864865,0.086486486,0.064864865,0.086486486,0.033363471,0.000662856
4.8,1.3,1.6,2.8,2.9,20.8,0.230769231,0.0625,0.076923077,0.134615385,0.139423077,0.047077116,0.001655547
4.8,1.8,2.6,1.6,1.8,17,0.282352941,0.105882353,0.152941176,0.094117647,0.105882353,0.059509982,0.001205634
3.4,2.9,1.8,2.3,1.1,15.1,0.225165563,0.19205298,0.119205298,0.152317881,0.072847682,0.051387685,0.000741726
4.7,2.7,1.1,1.5,1.6,20.2,0.232673267,0.133663366,0.054455446,0.074257426,0.079207921,0.045730424,0.001389942
4.2,2.2,2.3,2.3,1.9,22.3,0.188340807,0.098654709,0.103139013,0.103139013,0.085201794,0.038697158,0.001504429
4.2,2.9,2.3,2.1,2.5,16,0.2625,0.18125,0.14375,0.13125,0.15625,0.062364943,0.001099008
4.2,1.5,2.9,1.7,2.2,16.8,0.25,0.089285714,0.172619048,0.101190476,0.130952381,0.054319868,0.001057431
4.8,1.5,1.9,2.8,2.7,19.8,0.242424242,0.075757576,0.095959596,0.141414141,0.136363636,0.050765665,0.001571456
4.6,1.4,1.7,2.7,1.4,20.9,0.220095694,0.066985646,0.081339713,0.129186603,0.066985646,0.043356686,0.001426101
4.6,1.8,1.3,1.4,2.3,17.8,0.258426966,0.101123596,0.073033708,0.078651685,0.129213483,0.052147634,0.001136984
4.9,2.6,1.1,2.2,2.4,20.2,0.242574257,0.128712871,0.054455446,0.108910891,0.118811881,0.049465294,0.001594972
4.9,2.2,1.4,1.9,1.5,18.3,0.267759563,0.120218579,0.076502732,0.103825137,0.081967213,0.053900802,0.001291546
3.8,1.2,1.7,2.8,1.1,21.2,0.179245283,0.056603774,0.080188679,0.132075472,0.051886792,0.035046881,0.001121799
3.4,2.4,1.1,2.2,2.8,21,0.161904762,0.114285714,0.052380952,0.104761905,0.133333333,0.034355298,0.001141143
3.2,2.8,2.2,2.5,2.5,18.7,0.171122995,0.14973262,0.117647059,0.13368984,0.13368984,0.041710811,0.001068755
3.2,2.7,1.1,2.1,1.5,23.6,0.13559322,0.11440678,0.046610169,0.088983051,0.063559322,0.026918842,0.001095647
3.3,1.8,2.5,1.3,2.7,23.8,0.138655462,0.075630252,0.105042017,0.054621849,0.113445378,0.028564905,0.001244491
4.6,1.1,1.4,2.9,2.8,21.7,0.211981567,0.050691244,0.064516129,0.133640553,0.129032258,0.042172942,0.001627879
3.6,2.1,1.2,1.5,1.4,19.4,0.18556701,0.108247423,0.06185567,0.077319588,0.072164948,0.036067037,0.000868944
4.6,1.7,1.2,2.4,1.1,16.6,0.277108434,0.102409639,0.072289157,0.144578313,0.06626506,0.056033641,0.001026642
4.2,1.8,2.3,2.5,1.8,22.2,0.189189189,0.081081081,0.103603604,0.112612613,0.081081081,0.038542594,0.001469049
4.3,2.8,2.1,1.5,1.1,19,0.226315789,0.147368421,0.110526316,0.078947368,0.057894737,0.045666923,0.001202032
4.6,2.8,2.7,1.2,2.4,17.6,0.261363636,0.159090909,0.153409091,0.068181818,0.136363636,0.057352928,0.001319827
3.6,1.4,2.4,2.2,1.5,23.5,0.153191489,0.059574468,0.10212766,0.093617021,0.063829787,0.030455214,0.001227078
4.4,1.5,2.2,1.6,1.3,19.7,0.223350254,0.076142132,0.111675127,0.081218274,0.065989848,0.043662327,0.001189728
4.8,1.7,1.1,2.7,1.7,17.9,0.268156425,0.094972067,0.061452514,0.150837989,0.094972067,0.054517258,0.001254161
3.5,1.5,1.7,1.3,2.6,24.7,0.141700405,0.060728745,0.068825911,0.052631579,0.105263158,0.027466949,0.001217495
4.9,2.9,2.6,1.1,2.2,23.2,0.211206897,0.125,0.112068966,0.047413793,0.094827586,0.042142127,0.001955436
4.5,1.4,2.4,1.3,2.6,18.5,0.243243243,0.075675676,0.12972973,0.07027027,0.140540541,0.049740851,0.001240959
4.9,1.9,1.6,1.5,1.4,21.5,0.227906977,0.088372093,0.074418605,0.069767442,0.065116279,0.043682415,0.001508653
3.8,2.4,2.6,2.7,2.6,21.9,0.173515982,0.109589041,0.118721461,0.123287671,0.118721461,0.039103406,0.001523802
4.8,2.4,1.8,1.5,2.7,19.5,0.246153846,0.123076923,0.092307692,0.076923077,0.138461538,0.051149211,0.001489429
3.6,1.4,1.2,1.2,1.3,19.6,0.183673469,0.071428571,0.06122449,0.06122449,0.066326531,0.034415438,0.000791554
4.8,1.2,1.5,2.3,1.5,23.1,0.207792208,0.051948052,0.064935065,0.0995671,0.064935065,0.03932786,0.001616355
3.5,1.3,1.3,2.7,1.5,19,0.184210526,0.068421053,0.068421053,0.142105263,0.078947368,0.036919633,0.000885784
4.2,2.1,1.3,2.1,2.7,17,0.247058824,0.123529412,0.076470588,0.123529412,0.158823529,0.053129136,0.001062389
3.8,1.4,2.5,2.2,2.4,17.7,0.214689266,0.079096045,0.141242938,0.124293785,0.13559322,0.046705518,0.001020813
3.6,2.7,1.5,1.5,1.4,23.3,0.154506438,0.115879828,0.064377682,0.064377682,0.060085837,0.030108435,0.001182413
4.6,2.4,1.5,2.4,2.5,22.9,0.200873362,0.104803493,0.065502183,0.104803493,0.109170306,0.040650779,0.001754006
4.9,1.8,2.1,1.6,2.5,17.8,0.275280899,0.101123596,0.117977528,0.08988764,0.140449438,0.057604767,0.001323839
4.7,1.2,1.2,1.4,2.5,23.5,0.2,0.05106383,0.05106383,0.059574468,0.106382979,0.03743951,0.001595298
3.4,2.2,2.5,1.9,1.4,20.5,0.165853659,0.107317073,0.12195122,0.092682927,0.068292683,0.034664598,0.001032775
4.4,1.7,1.5,2.6,2.3,24.2,0.181818182,0.070247934,0.061983471,0.107438017,0.095041322,0.035667141,0.001689693
3.3,1.9,2.8,2.9,1.9,20.7,0.15942029,0.09178744,0.1352657,0.140096618,0.09178744,0.036548139,0.001190976
3.2,2.6,2.3,1.7,2.6,20.9,0.153110048,0.124401914,0.110047847,0.081339713,0.124401914,0.034547491,0.001128272
4.8,2.5,1.8,1.2,2.8,21.9,0.219178082,0.114155251,0.082191781,0.054794521,0.127853881,0.044102682,0.001718706
3.9,2.3,1.2,2.9,2.3,22.5,0.173333333,0.102222222,0.053333333,0.128888889,0.102222222,0.035472973,0.001438222
4.5,2.3,2.6,1.5,1.9,23.5,0.191489362,0.09787234,0.110638298,0.063829787,0.080851064,0.037936828,0.001700111
3.1,1.7,2.7,1.1,2.9,20.4,0.151960784,0.083333333,0.132352941,0.053921569,0.142156863,0.03274525,0.001018521
3.6,2.1,1.8,2.5,1.7,20.9,0.172248804,0.100478469,0.086124402,0.119617225,0.081339713,0.035748544,0.001124287
3.8,2.5,1.5,1.1,2.6,22.5,0.168888889,0.111111111,0.066666667,0.048888889,0.115555556,0.033780907,0.001290107
3.2,1.9,1.3,2.5,2.3,18,0.177777778,0.105555556,0.072222222,0.138888889,0.127777778,0.038602632,0.000839613
4.3,1.8,1.5,1.3,2.2,18.9,0.227513228,0.095238095,0.079365079,0.068783069,0.116402116,0.045174929,0.001113441
4.4,2.6,1.2,2.1,1.5,16.8,0.261904762,0.154761905,0.071428571,0.125,0.089285714,0.054493439,0.001048653
3.1,2.5,2.3,2.2,2.1,16.4,0.18902439,0.152439024,0.140243902,0.134146341,0.12804878,0.045611665,0.00080727
3.4,2.6,1.3,1.2,2.6,17.3,0.196531792,0.150289017,0.075144509,0.069364162,0.150289017,0.042659339,0.00084675
4.2,1.9,1.4,1.8,2.1,19.9,0.211055276,0.095477387,0.070351759,0.090452261,0.105527638,0.041996784,0.001176278
4.2,1.3,2.1,1.8,1.9,19.5,0.215384615,0.066666667,0.107692308,0.092307692,0.097435897,0.042817464,0.001141921
4.3,1.2,2.4,2.8,1.6,17.3,0.248554913,0.069364162,0.138728324,0.161849711,0.092485549,0.053125129,0.001111677
3.4,2.4,2.5,2.9,1.2,24.5,0.13877551,0.097959184,0.102040816,0.118367347,0.048979592,0.029215207,0.001432183
3.2,2.8,1.8,1.4,1.1,24.2,0.132231405,0.115702479,0.074380165,0.05785124,0.045454545,0.02577542,0.00109768
3.5,1.8,2.1,1.6,2.9,18.4,0.190217391,0.097826087,0.114130435,0.086956522,0.157608696,0.041510839,0.000980611
3.7,1.2,1.1,2.9,1.3,24.7,0.149797571,0.048582996,0.044534413,0.117408907,0.052631579,0.028071905,0.001271892
3.5,2.1,2.2,1.1,1.8,21.1,0.165876777,0.099526066,0.104265403,0.052132701,0.085308057,0.032917924,0.001020954
3.5,2.3,1.3,1.4,1.3,18.6,0.188172043,0.123655914,0.069892473,0.075268817,0.069892473,0.037060562,0.000811606
4.4,2.2,2.8,1.5,2.7,15.5,0.283870968,0.141935484,0.180645161,0.096774194,0.174193548,0.065838573,0.001069267
4.9,1.8,2.6,2.2,1.6,18.2,0.269230769,0.098901099,0.142857143,0.120879121,0.087912088,0.056548555,0.001380269
4.5,2.6,1.9,1.5,1.1,21.5,0.209302326,0.120930233,0.088372093,0.069767442,0.051162791,0.040513249,0.001424629
3.8,2.2,1.8,1.5,2.8,16,0.2375,0.1375,0.1125,0.09375,0.175,0.053182464,0.000891298
4.8,1.7,2.8,2.1,1.4,23.2,0.206896552,0.073275862,0.120689655,0.090517241,0.060344828,0.040795686,0.001792635
3.1,1.3,2.2,1.5,2.9,22.4,0.138392857,0.058035714,0.098214286,0.066964286,0.129464286,0.028612638,0.001059348
3.1,2.1,2.5,2.8,1.3,23.4,0.132478632,0.08974359,0.106837607,0.11965812,0.055555556,0.028598535,0.001206278
3.8,1.2,1.7,1.8,1.9,23.8,0.159663866,0.050420168,0.071428571,0.075630252,0.079831933,0.03032794,0.00121262
4.8,2.9,2.8,2.7,1.9,17.8,0.269662921,0.162921348,0.157303371,0.151685393,0.106741573,0.061893173,0.001496586
3.9,1.3,2.7,1.9,2.2,22.6,0.172566372,0.057522124,0.119469027,0.084070796,0.097345133,0.034700733,0.001361738
3.7,1.4,2.2,1.5,2.5,23.3,0.158798283,0.060085837,0.094420601,0.064377682,0.107296137,0.031310107,0.001267414
3.9,1.4,1.6,2.1,1.1,19.5,0.2,0.071794872,0.082051282,0.107692308,0.056410256,0.038735574,0.000972742
4.9,1.1,1.5,2.1,1.2,24.5,0.2,0.044897959,0.06122449,0.085714286,0.048979592,0.037044703,0.001723553
3.6,1.5,1.8,1.8,1.1,21.1,0.170616114,0.071090047,0.085308057,0.085308057,0.052132701,0.032729962,0.000953859
3.4,1.4,1.5,1.2,2.1,21,0.161904762,0.066666667,0.071428571,0.057142857,0.1,0.031204357,0.00088515
3.5,1.9,2.4,1.8,2.5,22.4,0.15625,0.084821429,0.107142857,0.080357143,0.111607143,0.032884042,0.001241292
4.2,1.4,1.1,2.8,1.9,24.6,0.170731707,0.056910569,0.044715447,0.113821138,0.077235772,0.032338729,0.001546499
4.2,2.1,2.4,1.5,2.2,19.4,0.216494845,0.108247423,0.12371134,0.077319588,0.113402062,0.044828348,0.001234598
4.1,1.2,1.4,1.6,2.8,21.7,0.188940092,0.055299539,0.064516129,0.073732719,0.129032258,0.036615708,0.001276749
